H,2,'184325',1,'20250430','なし','指定なし','指定なし','内 滴 外 注 材 保','全対象','指定なし','【標準モード】　在庫状況：全対象',0,'指定なし','在庫分類：','指定なし','','のぞみ調剤薬局'
G1,2,'184325',1,1,'内服薬'
R1,2,'184325',1,1,1,21,'ｱｰﾁｽﾄｼ','ｱｰﾁｽﾄｼ','ｱｰﾁ2',21148,'612140702','〇規格〇アーチスト錠１０ｍｇ','ｱｰﾁｽﾄｼﾞﾖｳ10MG',16.600000,16.630000,'錠',1.000000,'1錠',0,0,0,0,'錠','',0,0,0,0,0,0,0,0,0,'20220330','20240411','20240731','ｽｽﾞｹﾝ',16.630000,16.630000,19.280000,19.280000,'2149032F1021','','','4987081202775',1,21148,1
R1,2,'184325',1,1,2,21,'ｱｰﾁｽﾄｼ','ｱｰﾁｽﾄｼ','ｱｰﾁ1',29336,'610462040','〇規格〇アーチスト錠２.５ｍｇ','ｱｰﾁｽﾄｼﾞﾖｳ2.5MG',10.900000,11.230000,'錠',1.000000,'1錠',0,0,45.000000,505.350000,'錠','',490.500000,45.000000,0,0,0,0,0,0,0,'20240902','20240624','20261031','ｽｽﾞｹﾝ',11.230000,11.230000,11.230000,11.230000,'2149032F4020','','','4987081160273',2,29336,1
R1,2,'184325',1,1,3,21,'ｱｲﾐｸｽﾊ','ｱｲﾐｸｽﾊ','ｱｲﾐｸｽﾊ',38023,'622199301','〇規格〇アイミクス配合錠ＨＤ','ｱｲﾐｸｽﾊｲｺﾞｳｼﾞﾖｳHD',48.500000,45.840000,'錠',1.000000,'1錠',0,0,92.000000,4217.280000,'錠','',4462.000000,92.000000,0,0,0,0,0,0,0,'20241129','20240710','20260731','ｽｽﾞｹﾝ',45.840000,45.840000,48.940000,55.300000,'2149118F2026','','','4987116140133',3,38023,1
R1,2,'184325',1,1,4,21,'ｱｲﾐｸｽﾊ','ｱｲﾐｸｽﾊ','ｱｲﾐｸｽﾊ',38024,'622199201','〇規格〇アイミクス配合錠ＬＤ','ｱｲﾐｸｽﾊｲｺﾞｳｼﾞﾖｳLD',42.000000,39.630000,'錠',1.000000,'1錠',0,0,0,0,'錠','',0,0,0,0,0,0,0,0,0,'','','','ｽｽﾞｹﾝ',39.630000,39.630000,0,0,'2149118F1020','','','4987116140096',4,38024,1
R1,2,'184325',1,1,5,21,'ｱｸﾄ','ｱｸﾄ','ｱｸﾄｽ',27114,'610432041','〇規格〇アクトス錠３０　３０ｍｇ','ｱｸﾄｽｼﾞﾖｳ30',45.800000,44.460000,'錠',1.000000,'1錠',39.200000,42.000000,132.000000,5868.720000,'錠','過剰',6045.600000,60.000000,100.000000,28.000000,0,0,0,0,0,'20250421','20250418','20261130','ﾒﾃﾞｨｾｵ',44.460000,51.125000,40.810000,40.810000,'3969007F2020','','','4987123136297',5,27114,1
R1,2,'184325',1,1,6,21,'ｱｸﾄｽｼﾞ','ｱｸﾄｽｼﾞ','ｱｸﾄ3',27113,'610432040','〇規格〇アクトス錠１５　１５ｍｇ','ｱｸﾄｽｼﾞﾖｳ15',23.800000,23.210000,'錠',1.000000,'1錠',0,0,113.000000,2622.730000,'錠','',2689.400000,113.000000,0,0,0,0,0,0,0,'20240902','20240906','20260430','ﾒﾃﾞｨｾｵ',23.210000,23.210000,23.520000,23.520000,'3969007F1024','','','4987123136273',6,27113,1
R1,2,'184325',1,1,7,21,'ｱｺﾌｱｲﾄ','ｱｺﾌｱｲﾄ','ｱｺﾌｱｲﾄ',38743,'622244101','アコファイド錠１００ｍｇ','ｱｺﾌｱｲﾄﾞｼﾞﾖｳ100MG',30.700000,28.440000,'錠',1.000000,'1錠',0,0,0,0,'錠','',0,0,0,0,0,0,0,0,0,'20241106','20250123','20280731','ｽｽﾞｹﾝ',28.440000,28.440000,28.440000,28.440000,'2399015F1020','','','4987103012900',7,38743,1
R1,2,'184325',1,1,8,21,'ｱｼﾞｽﾛﾏ','ｱｼﾞｽﾛﾏ','ｱｼﾞｽﾛﾏ',39702,'622286701','アジスロマイシン錠２５０ｍｇ｢ＤＳＥＰ｣','ｱｼﾞｽﾛﾏｲｼﾝｼﾞﾖｳ250MGDSE',60.700000,0,'錠',1.000000,'1錠',0,0,0,0,'錠','',0,0,0,0,0,0,0,0,0,'','','','',0,0,0,0,'6149004F1036','','','',8,39702,1
R1,2,'184325',1,1,9,21,'ｱｼﾞｽﾛﾏ','ｱｼﾞｽﾛﾏ','ｱｼﾞｽﾛﾏ',39710,'622281501','アジスロマイシン錠２５０ｍｇ｢トーワ｣','ｱｼﾞｽﾛﾏｲｼﾝｼﾞﾖｳ250MGﾄｰﾜ',60.700000,57.000000,'錠',1.000000,'1錠',8.400000,9.000000,24.000000,1368.000000,'錠','過剰',1456.800000,24.000000,0,0,0,0,0,0,0,'20231106','20250214','20280229','ｽｽﾞｹﾝ',57.000000,57.000000,0,0,'6149004F1168','','','4987155031096',9,39710,1
R1,2,'184325',1,1,10,21,'ｱｼﾞﾙｻﾙ','ｱｼﾞﾙｻﾙ','ｱｼﾞﾙｻﾙ',105097,'622941301','〇先後〇アジルサルタン錠２０ｍｇ｢武田テバ｣','ｱｼﾞﾙｻﾙﾀﾝｼﾞﾖｳ20MGﾀｹﾀﾞﾃ',30.200000,28.590000,'錠',1.000000,'1錠',98.000000,105.000000,139.000000,3974.010000,'錠','過剰',4197.800000,93.000000,200.000000,154.000000,0,0,0,0,0,'20250416','20250419','20270531','ﾒﾃﾞｨｾｵ',28.590000,58.624000,26.910000,27.450000,'2149048F1065','','','4987123003452',10,105097,1
