S20901660013 05262978170000240805100132128128          0526297817                                                               
D2012024080549213     0114987123154352À¹·ÔÌÞ ¼ÞÖ³ 10MG      PTP   10MG    100T00002000008624000017248000096802610  557985       
D2012024080549213     0214987123159166¶Ñ¼± Ê²ºÞ³¼ÞÖ³ HD ¢±  PTP           100T00001000002058000002058000023102702  W462A        
D2012024080549213     0314987376055710±ÑÛ¼ÞËßÝ ¼ÞÖ³ 5MG ¢Æ  PTP    5MG    100T00001000000900000000900000010102605  I00500       
D2012024080549213     0414987376055710±ÑÛ¼ÞËßÝ ¼ÞÖ³ 5MG ¢Æ  PTP    5MG    100T00001000000900000000900000010102605  I00500       
D2012024080549213     0514987376710015±ÚÝÄÞÛÝ»Ý ¼ÞÖ³ 35MG   PTP   35MG     20T00001000001908000001908000021422601  GA0995       
D2012024080549213     0614987123873758¼ÞÌ´ÆÄÞ-Ù´Ý»Ý´Ý ¼ÞÖ³  PTP   25MG    100T00001000000508000000508000005702702  GR0839       
D2012024080549213     0714987123150002ØµÍÞÙ Ê²ºÞ³¼ÞÖ³ HD    PTP           100T00001000015083000015083000169302608  555146       
D2012024080549213     0814987376069519±ÄÙÊÞ½ÀÁÝ ¼ÞÖ³ 10MG   PTP   10MG    100T00002000000999000001998000011002606  FK0101       
D2012024080549214     0114987058565032ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T00002000000508000001016000005702612  2339         
E200000110000092408051001                                                                                                       
