S20901660013 05262978170000240805130145128128          0526297817                                                               
D2012024080500009     0114987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00003000000851000002553000010102703  KD041        
D2012024080500009     0214987376055710±ÑÛ¼ÞËßÝ ¼ÞÖ³ 5MG ¢Æ  PTP    5MG    100T00001000000900000000900000010102605  I00500       
E200000040000022408051301                                                                                                       
S20902020014 05262978170965240805130303128128          0526297817                                                               
D201202408050080201   0114987173015818±½ÞÉ-Ù³¶Þ²´·4%              4%  5MLX10ÎÝ00001000001183000001183000013452705  04003        
D201202408050080201   0214987138806840ÂÑ×068¼Ô¸Ô¸¶Ý¿Þ³Ä³        (68) 2.5GX3X1400002000000992000001984000010922706  X10381       
D201202408050080201   0314987087003871ØÝÃÞÛÝ-VG¸Ø-Ñ0.12%       0.12%   5GX10²Ø00001000001230000001230000013852704  5819         
D201202408050080315   0114987128320011ÌÞÛÁ¿Þ×Ñ¼ÞÖ³0.25MG¢Ö0.25MG PTP      100T00001000000869000000869000010102604  H775         
D201202408050080316   0114987086151238¶ÙÅ¸ØÝ¼ÞÖ³50           50U PTP      100T00001000001208000001208000013502610  FY05701      
D201202408050080316   0214987650650105¸Ú½Ä-Ù¼ÞÖ³2.5MG      2.5MG PTP      100T00001000001836000001836000021302612  92540        
D201202408050080316   0314987086170802¸ÞØÒËßØÄÞ¼ÞÖ³1MG¢»ÝÜ   1MG PTP      100T00001000000848000000848000010102612  FY02601      
D201202408050080316   0414987086533546¹ÄÌßÛÌ´ÝÃ-Ìß40MG¢»ÝÜ   10X14CM    7Ï²X1000002000001045000002090000011972601  4B13SL       
D201202408050080316   0514987288447139»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³500MG¢ 500MG PTP      100T00001000000506000000506000005702612  124107       
D201202408050080317   0114987306066212ËÞµÌ´ÙÐÝ¼ÞÖ³»Þ²            PTP      630T00001000003088000003088000035912705  024E1        
D201202408050080356   0114987233131762Ï²½Ø-¼ÞÖ³5MG           5MG PTP      100T00001000001724000001724000020602611  23021F1      
D201202408050080356   0214987413580717ÚÝÄÞÙÐÝ¼ÞÖ³0.25MG   0.25MG PTP      100T00001000001038000001038000012502603  489005       
D201202408050080357   0114987086151238¶ÙÅ¸ØÝ¼ÞÖ³50           50U PTP      100T00001000001208000001208000013502610  FY05701      
D201202408050080357   0214987086471282Û·¿ÌßÛÌ´ÝNA¼ÞÖ³60MG¢  60MG PTP      100T00002000000863000001726000009802611  KY13001      
D201202408050080456   0114987919100785¾Ì¿ÞÝ¶Ìß¾Ù100MG      100MG PTP    100CAP00002000005415000010830000059702602  2408C01      
D201202408050080456   0214987919100792¾Ì¿ÞÝ¶Ìß¾Ù100MG      100MG PTP    500CAP00001000027074000027074000298502602  2411C01      
D201202408050080522   0114987116530132´¸ÒÂÄÊ²ºÞ³¼ÞÖ³LD           PTP      100T00001000004315000004315000051002611  P0476        
D201202408050080522   0214987901039406´ÊßÙÚ½ÀÂÄ¼ÞÖ³50MG¢VT  50MG PTP      100T00001000001407000001407000015802608  M028AG9      
D201202408050080522   0314987286113500»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³330MG¢ 330MG PTP      100T00002000000446000000892000005702705  4I76         
D201202408050080522   0414987770510501ÃÞÍÞÙ»Þ¼ÞÖ³20MG       20MG PTP      100T00001000013955000013955000164102610  FU4A         
D201202408050080522   0514987080774013Ìß×ÊÞ½ÀÁÝNA¼ÞÖ³10MG¢  10MG PTP      100T00001000001340000001340000015402610  723Y02       
D201202408050080523   0114987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500002000001081000002162000000002902  PS7C04B-1    
D201202408050080667   0114987116212212¶Þ½ÓÁÝ¼ÞÖ³5MG          5MG PTP      100T00001000000933000000933000010502607  6850C        
D201202408050080667   0214987286113500»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³330MG¢ 330MG PTP      100T00001000000446000000446000005702705  4I76         
D201202408050080667   0314987080034711¾ÝÉ¼ÄÞ¼ÞÖ³12MG¢»Ü²£   12MG PTP      100T00001000000460000000460000005102802  724201       
D201202408050080667   0414987614410608ÄÞÈÍß¼ÞÙ´Ý»Ý´ÝOD¼ÞÖ³   5MG PTP       56T00001000001290000001290000014502609  P0038        
D201202408050080667   0514987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500001000001081000001081000000002902  PS7C04B-1    
D201202408050080668   0114987081182664Û»ÙÀÝK¼ÞÖ³25MG¢DSEP£  25MG PTP      100T00001000000980000000980000010902609  B3A0120      
D201202408050080719   0114987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000001015000001015000011402609  77630        
E200000310000292408051303                                                                                                       
S20902020014 05262978172901240806050240128128          0526297817                                                               
D201202408060082008   0114987614412909ÊÞÙ»ÙÀÝ¼ÞÖ³40MG¢»ÝÄÞ  40MG PTP      140T00001000001257000001257000014142701  P0074        
D201202408060082013   0114987614413104ÊÞÙ»ÙÀÝ¼ÞÖ³160MG¢»ÝÄ 160MG PTP      100T00001000001689000001689000019002605  P0046        
D201202408060082015   0114987614413005ÊÞÙ»ÙÀÝ¼ÞÖ³80MG¢»ÝÄÞ  80MG PTP      140T00001000001668000001668000018762701  P0241        
D201202408060082022   0114987614413012ÊÞÙ»ÙÀÝ¼ÞÖ³80MG¢»ÝÄÞ  80MG PTP      500T00001000005956000005956000067002701  P0230        
D201202408060082037   0114987614415511±ÑÊÞÛÊ²ºÞ³¼ÞÖ³¢»ÝÄÞ£       PTP      500T00002000006828000013656000084502609  P0287A       
D201202408060082038   0114987614415528±ÑÊÞÛÊ²ºÞ³¼ÞÖ³¢»ÝÄÞ£       PTP      700T00001000009560000009560000118302609  P0291        
D201202408060082049   0114987925113625Ú½ÌßÚÝ¼ÞÖ³30MG        30MG PTP      500T00001000004133000004133000045502901  24A040G      
D201202408060082184   0114987114553102Ü²ÊßÂ¸½¼ÞÖ³1.0         1MG PTP      100T00001000000564000000564000006402609  HT9994       
D201202408060082185   0114987116530217´¸±¼ÞÖ³50MG           50MG PTP      100T00001000005130000005130000060602608  P1732        
D201202408060082185   0214987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00002000014716000029432000170402701  24016Y1      
D201202408060082185   0314987916002211ÀÑ½Û¼Ý´Ý»Ý´ÝOD¼ÞÖ³0. 0.2MG PTP      140T00001000002205000002205000023662611  01383        
D201202408060082185   0414987080103516ÄÞÝÍßØÄÞÝ¼ÞÖ³10MG¢»Ü  10MG PTP      100T00001000000530000000530000005902702  524105       
D201202408060082185   0514987080598015Ëßµ¸ÞØÀ¿ÞÝ¼ÞÖ³15MG¢»  15MG PTP      100T00001000001105000001105000012702612  423Z01       
D201202408060082186   0114987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500001000001081000001081000000002902  PS7C04B-1    
D201202408060082187   0114987616003655µ¾ÞÝËßÂ¸Ë¶ÁÕ³2MG           2MG 1.5MLX1ÎÝ00002000009672000019344000108792608  NP5K103      
D201202408060082187   0214987616003211×²¿ÞÃÞ¸ÞÊ²ºÞ³ÁÕ³ÌÚÂ¸      300U   3MLX2ÎÝ00003000003173000009519000035622604  PP5K745      
D201202408060082401   0114987116530187´¸ÒÂÄÊ²ºÞ³¼ÞÖ³HD           PTP      500T00001000021240000021240000251002701  P2289        
D201202408060082401   0214987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500001000001081000001081000000002902  PS7C04B-1    
D201202408060082401   0314987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000001015000001015000011402609  77630        
D201202408060082402   0114987616003211×²¿ÞÃÞ¸ÞÊ²ºÞ³ÁÕ³ÌÚÂ¸      300U   3MLX2ÎÝ00001000003173000003173000035622604  PP5K745      
E200000220000202408060502                                                                                                       
