S20902020014 05262978173495250616050240128128          0526297817                                                               
D201202506160263374   0114987641077829¹ÄÌßÛÌ´ÝÊßÂÌßXR120MG     120MG      70Ï²00001000001120000001120000012322608  35281        
D201202506160264255   0114987428143303ÄÙØ¼Ã²Ë¶ÁÕ³0.75MG±Ãµ    0.75MG      2·ÂÄ00003000004998000014994000054982612  D850791AA    
D201202506160264256   0114987616003211×²¿ÞÃÞ¸ÞÊ²ºÞ³ÁÕ³ÌÚÂ¸      300U   3MLX2ÎÝ00002000003036000006072000033402611  PP5N241      
D201202506160264299   0114987616003655µ¾ÞÝËßÂ¸Ë¶ÁÕ³2MG           2MG 1.5MLX1ÎÝ00002000010137000020274000111512703  PP5M714      
E200000060000042506160502                                                                                                       
S20902960013 05262978170000250616060022128128          0526297817                                                               
D2012025061616388270361014987246745222±ÄÞ´±250ÃÞ²½¶½ 60ÌÞØ½ÀX1                00001000003265000003265000036252610314B9D         
E200000030000012506160600                                                                                                       
S20901660013 05262978170000250614185707128128          0526297817                                                               
D2012025061630816     0114987123158831ÒÙ¶¿Þ-Ù ¼ÞÖ³ 5MG      PTP    5MG    100T00001000000918000000918000010102710  Y579A        
D2012025061630816     0214987123417280Û·¿ÌßÛÌ´ÝNA ¼ÞÖ³ 60M  PTP   60MG    100T00001000000900000000900000010102707  H40281       
D2012025061630816     0314987376069519±ÄÙÊÞ½ÀÁÝ ¼ÞÖ³ 10MG   PTP   10MG    100T00001000000945000000945000010402708  HP0201       
D2012025061630816     0414987376069519±ÄÙÊÞ½ÀÁÝ ¼ÞÖ³ 10MG   PTP   10MG    100T00001000000945000000945000010402708  HP0201       
D2012025061630816     0514987081189960Û·¿ÌßÛÌ´Ý NA Ã-Ìß 10  10CMX14CM   7Ï²X1000001000001098000001098000012322802  30525        
D2012025061630817     0114987376371117ÄØ±¿Þ×Ñ ¼ÞÖ³ 0.25MG   PTP 0.25MG    100T00001000000554000000554000006102912  J01900       
D2012025061630817     0214987123872058¿ÞÙËßÃÞÑ¼Õ¾·»Ý´Ý¼ÞÖ³  PTP   10MG    100T00001000001236000001236000013602702  GT0177       
D2012025061630818     0114987058565032ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T00001000000526000000526000005902711  2444         
D2012025061632058     0114987123157520¶ÝÃÞ»ÙÀÝ ¼ÞÖ³ 4MG ¢±  PTP    4MG    100T00001000001363000001363000015302712  Y803A        
D2012025061632058     0214987123152228±¼ÞÙÊÞ ¼ÞÖ³ 20MG      PTP   20MG    100T00001000006798000006798000076302604  550237       
D2012025061632058     0314987028200079ÊÞÌ±ØÝ Ê²ºÞ³¼ÞÖ³ A81  Ë-Ä   81MG    100T00001000000526000000526000005902709  41931        
D2012025061632058     0414987123872645¶Ø¼ÞÉ¹ÞÅ-¾Þ ¼ÞÖ³ 50À  PTP   50ÀÝ²   100T00001000000936000000936000010302709  H50289       
D2012025061632058     0514987123873758¼ÞÌ´ÆÄÞ-Ù´Ý»Ý´Ý ¼ÞÖ³  PTP   25MG    100T00002000000526000001052000005902710  H40549       
D2012025061632058     0614987376069519±ÄÙÊÞ½ÀÁÝ ¼ÞÖ³ 10MG   PTP   10MG    100T00001000000945000000945000010402708  HP0201       
D2012025061632058     0714987376245302ÄÞ¸ÞÏÁ-Ù ¼ÞÖ³ 50MG    PTP   50MG    100T00001000000927000000927000010402711  J00700       
D2012025061632291     0114987428879905ËÕ-ÏÛ¸Þ ÁÕ³ ÐØµÍßÝ       300ÀÝ² 3MLX2·ÂÄ00001000002059000002059000023122705  D741794DR    
D2012025061632291     0214987376075312ËÞ¿ÌßÛÛ-ÙÌÏÙ»Ý´Ý ¼ÞÖ²º³£ PTP 2.5MG  100T00001000000927000000927000010402711  J02500       
D2012025061632291     0314987116530170´¸ÒÂÄ Ê²ºÞ³¼ÞÖ³ HD    PTP           100T00001000004143000004143000046502711  P2543        
D2012025061632291     0414987123001175¼ÞÙÑÛ Ê²ºÞ³¼ÞÖ³ HD ¢  PTP           100T00001000002468000002468000027702706  564621       
D2012025061632291     0514987376556712Ì´·¿Ì´Å¼ÞÝ´Ý»Ý´Ý ¼ÞÖIK£  PTP 60MG   100T00001000002608000002608000028702704  4K097A       
D2012025061632291     0614987185809900¼ÞÔÇËÞ± ¼ÞÖ³ 50MG (¶  PTP   50MG    100T00001000007315000007315000082102609  Z004985      
D2012025061632291     0714987080362012Ä±×¾ÂÄ Ê²ºÞ³¼ÞÖ³ ¢»Ü  PTP           100T00001000001299000001299000014302710  424X03       
D2012025061632291     0814987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00001000000926000000926000010402709  KK081        
D2012025061632292     0114987672957640ÛÍßÐÝ ¶Ìß¾Ù 1MG       PTP    1MG    100P00001000000873000000873000009802806  181ADF       
D2012025061632292     0214987901094207Ó»ÌßØÄÞ¸´Ý»Ý´Ý ¼ÞÖ³   PTP    5MG    100T00001000000927000000927000010402709  M040AHA      
D2012025061632292     0314987123873758¼ÞÌ´ÆÄÞ-Ù´Ý»Ý´Ý ¼ÞÖ³  PTP   25MG    100T00001000000526000000526000005902710  H40549       
D2012025061632292     0414987138800244002 ÂÑ× ¶ÂºÝÄ³¶¾Ý·Õ³           2.5GX42Î³00003000000963000002889000010602804  Y00412       
D2012025061632292     0514987138801944019 ÂÑ× ¼Ö³¾²ØÕ³Ä³               3GX42Î³00003000001465000004395000016122803  X60952       
D2012025061632292     0614987123875271ÌÛ¾ÐÄÞ ¼ÞÖ³ 40MG ¢NI  PTP   40MG    100T00001000000588000000588000006602712  H60745       
D2012025061632292     0714987413870511Ä×¾ÞÝÀ ¼ÞÖ³ 5MG       PTP    5MG    100T00001000010594000010594000118902802  589028       
D2012025061632292     0814987081186518ÃÙÐ»ÙÀÝ ¼ÞÖ³ 40MG ¢D  PTP   40MG  14TX1000001000002201000002201000024222709  489052       
D2012025061632293     0114987901129800ÄÞ·»¿Þ¼Ý ¼ÞÖ³ 1MG ¢V  PTP    1MG    100T00001000000926000000926000010402706  LK9480       
D2012025061632293     0214987211153106ÌßÛÍßÄ                              100G00004000000272000001088000002432804  54092        
D2012025061632293     0314987081100316Û·¿ÆÝ Ã-Ìß 100MG      10CMX14CM     70Ï²00001000001098000001098000012322801  20125        
E200000360000342506141857                                                                                                       
