S20901660013 05262978170000250714100114128128          0526297817                                                               
D2012025071431499     0114987081186907Û½ÊÞ½ÀÁÝ ¼ÞÖ³ 2.5MG   PTP  2.5MG    100T00001000000945000000945000010402706  89440        
D2012025071431499     0214987081186907Û½ÊÞ½ÀÁÝ ¼ÞÖ³ 2.5MG   PTP  2.5MG    100T00001000000945000000945000010402706  89440        
D2012025071431499     0314987476113310Ä×È·»Ñ»Ý ¼ÞÖ³ 250MG   PTP  250MG    100T00001000000945000000945000010402802  Y25C70       
D2012025071431499     0414987233105343½-¼ÞÔÇ Ê²ºÞ³¼ÞÖ³      PTP           100T00001000015929000015929000178802707  24094M1      
D2012025071431499     0514987770529800ÊßÙÓÃÞ²± XR ¼ÞÖ³ 0.2  PTP  0.2MG    100T00001000005346000005346000060002803  JD5C         
D2012025071431499     0614987138800640006 ÂÑ× ¼ÞÕ³ÐÊ²ÄÞ¸Ä³           2.5GX42Î³00004000001345000005380000014802804  Y00832       
D2012025071431499     0714987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00002000000926000001852000010402709  KK111        
D2012025071431499     0814987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00002000000926000001852000010402709  KK111        
D2012025071431500     0114987123417280Û·¿ÌßÛÌ´ÝNA ¼ÞÖ³ 60M  PTP   60MG    100T00001000000900000000900000010102707  H40291       
D2012025071431500     0214987233102878½-¸Þ× ¼ÞÖ³ 50MG       PTP   50MG    100T00001000014487000014487000162602708  24076Y1      
D2012025071431500     0314987081185719Ì´ÌÞ·¿½ÀÂÄ ¼ÞÖ³ 10MG  PTP   10MG    100T00001000000554000000554000006102710  50285        
D2012025071431500     0414987138802545025 ÂÑ× ¹²¼ÌÞ¸ØÖ³¶ÞÝ           2.5GX42Î³00002000001345000002690000014802806  Y19472       
D2012025071431500     0514987116530002ÒÄ¸ÞÙº ¼ÞÖ³ 250MG     PTP  250MG    100T00002000000927000001854000010402707  6888C        
D2012025071431500     0614987116530132´¸ÒÂÄ Ê²ºÞ³¼ÞÖ³ LD    PTP           100T00002000004205000008410000047202712  P0524        
D2012025071431500     0714987901129107¾Úº·¼ÌÞ ¼ÞÖ³ 100MG ¢  PTP  100MG    100T00001000000830000000830000009302712  25001N1      
D2012025071431500     0814987080012719´¾ÞÛ½ Ê²ºÞ³¼ÞÖ³ HD ¢  PTP           100T00001000003358000003358000037702708  124X06       
D2012025071431501     0114987476170306±ÑÊÞÛ Ê²ºÞ³¼ÞÖ³ ¢YD£  PTP           100T00001000001382000001382000015202801  Y25B04       
D2012025071431501     0214987770504609±ÃÞÎ½ º-Ü ÁÖ³Ö³¼ÞÖ³   PTP   20MG    100T00001000000536000000536000005902712  IO5O         
D2012025071431501     0314987081105403Û·¿ÆÝ ¼ÞÖ³ 60MG       PTP   60MG    100T00001000000927000000927000010402709  THA8654      
D2012025071431501     0414987123407915Ì±ÓÁ¼ÞÝ OD ¼ÞÖ³ 20MG  PTP   20MG    100T00001000000927000000927000010402712  H70345       
D2012025071431501     0514987286113500»Ý¶Ï¸ÞÈ¼³Ñ ¼ÞÖ³ 330M  PTP  330MG    100T00001000000527000000527000005902804  5H71         
D2012025071431501     0614987413870511Ä×¾ÞÝÀ ¼ÞÖ³ 5MG       PTP    5MG    100T00001000010594000010594000118902802  589036       
D2012025071431501     0714987080152118ÚÊß¸ÞØÆÄÞ ¼ÞÖ³ 0.25M  PTP 0.25MG    100T00001000000671000000671000007402712  524Z03       
D2012025071431501     0814987901129800ÄÞ·»¿Þ¼Ý ¼ÞÖ³ 1MG ¢V  PTP    1MG    100T00001000000926000000926000010402706  LN2471       
D2012025071431502     0114987316136141ÍÞÀÒÀ¿ÞÝ×¸»Ý´½ÃÙÌßÛË¸Ø-Ñ0.05%¢MYK£ 5GX1000001000000859000000859000009452712  SA411        
D2012025071431502     0214987081189960Û·¿ÌßÛÌ´Ý NA Ã-Ìß 10  10CMX14CM   7Ï²X1000001000001098000001098000012322802  31125        
D2012025071431502     0314987081189960Û·¿ÌßÛÌ´Ý NA Ã-Ìß 10  10CMX14CM   7Ï²X1000001000001098000001098000012322802  31125        
D2012025071431503     0114987128320011ÌÞÛÁ¿Þ×Ñ ¼ÞÖ³ 0.25MG  PTP 0.25MG    100T00001000000927000000927000010402710  J831         
E200000300000282507141001                                                                                                       
