S20902960013 05262978170000250623060021128128          0526297817                                                               
D2012025062316408786511014987123002721µÒ¶Þ3¼ÎÞ³»Ý´ÁÙØÕ³¼ÞÖ³56Î³               00001000003853000003853000042782708312409232      
E200000030000012506230600                                                                                                       
S20901660013 05262978170000250621185610128128          0526297817                                                               
D2012025062342693     0114987376056212ÄºÌ´Û-ÙÆºÁÝ»Ý´½ÃÙ ¶Ì¢ÆÁ²º³£  PTP    100P00001000000681000000681000007502711  KP1401       
D2012025062342693     0214987123002721µÒ¶Þ-3 ¼ÎÞ³»Ý´ÁÙ ØÕ³2G¢À¹ÀÞÃÊÞ£  2GX56Î³00001000003889000003889000042782708  2409291      
D2012025062342693     0314987123873758¼ÞÌ´ÆÄÞ-Ù´Ý»Ý´Ý ¼ÞÖ³  PTP   25MG    100T00001000000526000000526000005902710  H40549       
D2012025062342693     0414987123158879ÌßÛÊß¼Þ-Ù ¼ÞÖ³ 50MG   PTP   50MG    100T00001000000918000000918000010102910  Y129A        
D2012025062342693     0514987376516303±ØËßÌß×¿Þ-Ù ¼ÞÖ³ 3MG  PTP    3MG    100T00001000000909000000909000010002704  J00300       
D2012025062342693     0614987081189960Û·¿ÌßÛÌ´Ý NA Ã-Ìß 10  10CMX14CM   7Ï²X1000001000001098000001098000012322802  30725        
D2012025062342693     0714987081189939Û·¿ÌßÛÌ´Ý NA Ã-Ìß 50  7CMX10CM    7Ï²X1000001000000792000000792000008892802  30325        
D2012025062343615     0114987081186907Û½ÊÞ½ÀÁÝ ¼ÞÖ³ 2.5MG   PTP  2.5MG    100T00002000000945000001890000010402706  89140        
D2012025062343615     0214987081186907Û½ÊÞ½ÀÁÝ ¼ÞÖ³ 2.5MG   PTP  2.5MG    100T00002000000945000001890000010402706  89140        
D2012025062343615     0314987116530170´¸ÒÂÄ Ê²ºÞ³¼ÞÖ³ HD    PTP           100T00001000004143000004143000046502711  P2545        
D2012025062343615     0414987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00002000000926000001852000010402709  KK101        
D2012025062343615     0514987123417280Û·¿ÌßÛÌ´ÝNA ¼ÞÖ³ 60M  PTP   60MG    100T00001000000900000000900000010102707  H40281       
D2012025062343615     0614987901094207Ó»ÌßØÄÞ¸´Ý»Ý´Ý ¼ÞÖ³   PTP    5MG    100T00001000000927000000927000010402709  M040AHA      
D2012025062343615     0714987123872812¼Û½À¿Þ-Ù ¼ÞÖ³ 50MG ¢  PTP   50MG    100T00001000000945000000945000010402706  H20069       
D2012025062343615     0814987153136632ÌßÚÄÞÆ¿ÞÛÝ ¼ÞÖ³ 1MG   PTP    1MG    100T00001000000767000000767000008602709  EPT124Y      
D2012025062343616     0114987123875271ÌÛ¾ÐÄÞ ¼ÞÖ³ 40MG ¢NI  PTP   40MG    100T00001000000588000000588000006602802  H90733       
D2012025062343616     0214987081186518ÃÙÐ»ÙÀÝ ¼ÞÖ³ 40MG ¢D  PTP   40MG  14TX1000001000002201000002201000024222709  489052       
D2012025062343616     0314987080152118ÚÊß¸ÞØÆÄÞ ¼ÞÖ³ 0.25M  PTP 0.25MG    100T00001000000671000000671000007402712  524Z03       
D2012025062343616     0414987376085403Û»ÙËÄÞ Ê²ºÞ³¼ÞÖ³ HD   PTP           100T00001000002872000002872000031602709  J02800       
D2012025062343616     0514987081189960Û·¿ÌßÛÌ´Ý NA Ã-Ìß 10  10CMX14CM   7Ï²X1000003000001098000003294000012322802  30725        
D2012025062343617     0114987058565032ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T00001000000526000000526000005902801  2446         
E200000230000212506211856                                                                                                       
