S20902020014 05262978170982240809130253128128          0526297817                                                               
D201202408090091353   0114987028211051±Ø¾ÌßÄD¼ÞÖ³5MG         5MG PTP       56T00001000004190000004190000048722701  243B91S      
D201202408090091353   0214987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000014716000014716000170402701  24016Y1      
D201202408090091353   0314987213053510ËÙÄÞ²ÄÞÛ-¼ÖÝ0.3%                  25GX1000001000004102000004102000046252702  FE068        
D201202408090091353   0414987080002017ËßÀÊÞ½ÀÁÝCA¼ÞÖ³2MG¢»   2MG PTP      100T00001000001535000001535000017802701  424104       
D201202408090091353   0514987235012564Û·¿ÌßÛÌ´ÝNAÃ-Ìß100MG     100MG    7Ï²X1000001000001071000001071000011972606  4G120        
D201202408090091354   0114987155592016Û»ÙÀÝK¼ÞÖ³50MG¢Ä-Ü£   50MG PTP      100T00001000001844000001844000021202901  A0192        
D201202408090091680   0114534551012381Ï-ËÞ- Ã²¶ÛØ-¼ÞÔÑ(ËÞÝ HABA 1238ØÝºÞ  230G00001000000419000000419000000002502014B01         
D201202408090091780   0114987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000014716000014716000170402701  24016Y1      
D201202408090091780   0214987035209713ÚÊÞÐËßÄÞ¼ÞÖ³100MG¢µ- 100MG PTP      500T00001000004040000004040000050502703  4C76RT3      
D201202408090091780   0314987086471282Û·¿ÌßÛÌ´ÝNA¼ÞÖ³60MG¢  60MG PTP      100T00001000000863000000863000009802611  KY13001      
D201202408090091780   0414987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00002000001015000002030000011402610  79330        
D201202408090092075   0114987128003358ÃÞÊß½¼ÞÖ³0.5MG       0.5MG PTP      500T00001000004081000004081000046002611  H536         
D201202408090092075   0214987413580717ÚÝÄÞÙÐÝ¼ÞÖ³0.25MG   0.25MG PTP      100T00001000001038000001038000012502603  489005       
D201202408090092076   0114987770588807ºÒØ±Ýº-Ü¼ÞÖ³100      100MG PTP      100T00001000000800000000800000008902802  VH4A         
D201202408090092076   0214987286113500»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³330MG¢ 330MG PTP      100T00001000000446000000446000005702706  4J79         
D201202408090092076   0314987080537113Ì±ÓÁ¼ÞÝD¼ÞÖ³10MG¢»Ü²  10MG PTP      100T00001000000894000000894000010102611  724105       
D201202408090092076   0414987188412282Ó-×½Ã-ÌßL40MG          10X14CM    7Ï²X4000001000007108000007108000080082605  B613T        
E200000190000172408091302                                                                                                       
