S20901660013 05262978170000250407100112128128          0526297817                                                               
D2012025040712024     0114987376029001¼Ö³»Ý²¿¿ÙËÞÄÞ¼ÞÖÎ³ ¶¢ST£ PTP 20MG   100P00001000000554000000554000006102707  4G688        
D2012025040712024     0214987123154352À¹·ÔÌÞ ¼ÞÖ³ 10MG      PTP   10MG    100T00001000008401000008401000094302708  564246       
D2012025040712024     0314987116530170´¸ÒÂÄ Ê²ºÞ³¼ÞÖ³ HD    PTP           100T00001000004143000004143000046502709  P2494        
D2012025040712024     0414987770528803±ÃÞÎ½ º-Ü ¶ØÕ³ 10%          10%   1GX60000001000008448000008448000093002712  BK5K         
D2012025040712024     0514987128302291ÃµÄÞ-Ù ¼ÞÖ³ 100MG     PTP  100MG    100T00001000000554000000554000006102802  J163A        
D2012025040712024     0614987190020338´¿ÒÌß×¿Þ-Ù ¶Ìß¾Ù 20M  PTP   20MG    100P00001000003368000003368000037802609  12230        
D2012025040712024     0714987047120761±Û-¾ÞÝ ¶ØÕ³                     1.0GX35000001000002131000002131000023452709  2409014      
D2012025040712024     0814987123416603ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.2£ PTP  0.2MG    100T00001000000926000000926000010402707  KH031        
D2012025040712025     0114987123417280Û·¿ÌßÛÌ´ÝNA ¼ÞÖ³ 60M  PTP   60MG    100T00005000000900000004500000010102705  H20549       
D2012025040712025     0214987233102878½-¸Þ× ¼ÞÖ³ 50MG       PTP   50MG    100T00001000014487000014487000162602706  24060Y1      
D2012025040712025     0314987233102878½-¸Þ× ¼ÞÖ³ 50MG       PTP   50MG    100T00001000014487000014487000162602706  24060Y1      
D2012025040712025     0414987224143811ÕØ½ ¼ÞÖ³ 1MG          PTP    1MG    100T00001000003778000003778000042402701  J163F        
D2012025040712025     0514987294235416×·¿ÍÞÛÝ ¼ÞÖ³ 2.5MG    PTP  2.5MG    100T00002000000543000001086000006102705  4205         
D2012025040712025     0614987123873758¼ÞÌ´ÆÄÞ-Ù´Ý»Ý´Ý ¼ÞÖ³  PTP   25MG    100T00001000000526000000526000005902710  H40545       
D2012025040712025     0714987123872812¼Û½À¿Þ-Ù ¼ÞÖ³ 50MG ¢  PTP   50MG    100T00001000000945000000945000010402706  H20069       
D2012025040712025     0814987320603530ÍÓÅ-¾Þ Ê²ºÞ³¼ÞÖ³      PTP           100T00001000000902000000902000009602707  J0232        
D2012025040712026     011498712312712725MG ±ØÅÐÝ F Ä³²¼ÞÖ³  PTP   25MG    100T00002000000544000001088000006102911  KF071        
D2012025040712026     0214987116530002ÒÄ¸ÞÙº ¼ÞÖ³ 250MG     PTP  250MG    100T00001000000927000000927000010402707  6827C        
D2012025040712026     0314987081105403Û·¿ÆÝ ¼ÞÖ³ 60MG       PTP   60MG    100T00001000000927000000927000010402708  THA8621      
D2012025040712026     0414987376331821±Ù»ÙÐÝ »²ØÕ³ 90%            90%   1GX21000001000001260000001260000014072912  412280       
D2012025040712026     0514987081186518ÃÙÐ»ÙÀÝ ¼ÞÖ³ 40MG ¢D  PTP   40MG  14TX1000001000002201000002201000024222706  489045       
D2012025040712026     0614987901016308¾ÚºÂ¸½ ¼ÞÖ³ 100MG     PTP  100MG    100T00001000001880000001880000021102706  24015N1      
D2012025040712026     0714987138800848008 ÂÑ× ÀÞ²»²ºÄ³               2.5GX42Î³00003000002090000006270000022992801  X52542       
D2012025040712026     0814987376085403Û»ÙËÄÞ Ê²ºÞ³¼ÞÖ³ HD   PTP           100T00001000002872000002872000031602703  J01500       
D2012025040712027     0114987123147866ÍÞ½ÄÛÝ ¼ÞËÞ¶Ö³ 1%        50MG(Ø·¶) 5MLX500001000002106000002106000023172603  G084         
D2012025040712027     0214987087003871ØÝÃÞÛÝ VG ¸Ø-Ñ 0.12%               5GX1000001000001234000001234000013852711  5844         
D2012025040712028     0114987123872096¿ÞÙËßÃÞÑ¼Õ¾·»Ý´Ý¼ÞÖ³  PTP    5MG    100T00001000000945000000945000010402705  H20083       
D2012025040712029     0114987058565032ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T00002000000526000001052000005902710  2435         
E200000300000282504071001                                                                                                       
