S20902690019 05262978170000250910120002128128          0526297817                                                               
D201202509103117007   0114987123154352À¹·ÔÌÞ¼ÞÖ³10MG PTP    10MG 10TX10       00001000008270000008270000094302802  568890       
E200000030000012509101200                                                                                                       
S20902020014 05262978170747250910130258128128          0526297817                                                               
D201202509100494359   0114987057649306ÀÞ-ÌÞÛÂ¸¼ÞÖ³2MG        2MG PTP      100T00001000013823000013823000157402811  CH6F         
D201202509100494378   0114987901008303ÉÙÊÞ½¸¼ÞÖ³5MG          5MG PTP      100T00001000001220000001220000013702805  LT7234       
D201202509100494378   0214987699058726ÊßØ´ÂÄ¼ÞÖ³10MG        10MG PTP      100T00001000002975000002975000035802708  4XA26P       
D201202509100494390   0114987286113500»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³330MG¢ 330MG PTP      100T00001000000490000000490000005902806  5J94         
D201202509100494390   0214987138804341ÂÑ×043ØÂ¸Ý¼Ä³             (43) 2.5GX3X1400002000001718000003436000018902808  Y27721       
D201202509100494390   0314987188412176Ó-×½Ã-ÌßL40MG          10X14CM    7Ï²X1000001000001719000001719000019322706  C720U        
D201202509100494393   0114987081185481¶ÙÍÞ¼ÞÛ-Ù¼ÞÖ³10MG¢DS  10MG PTP      100T00001000000914000000914000010402710  W7A0192      
D201202509100494393   0214987413300612¼ÞÔÃÞ²±Ý½¼ÞÖ³10MG     10MG PTP      100T00001000014608000014608000166002712  589109       
D201202509100494519   0114987222697415SPÄÛ-Á0.25MG¢Ò²¼Þ£  0.25MG PTP     1200T00001000006435000006435000070802906  04682        
D201202509100494519   0214987901117500Ì´Û¥¸Þ×ÃÞÕÒÂÄ¼ÞÖ³105 105MG PTP      100T00001000000551000000551000006102709  38115YQ1     
D201202509100494774   0114987128320011ÌÞÛÁ¿Þ×Ñ¼ÞÖ³0.25MG¢Ö0.25MG PTP      100T00001000000872000000872000010402712  K005         
D201202509100494775   0114987081103324´Ì²´ÝÄ¼ÞÖ³3.75MG    3.75MG PTP      100T00001000021770000021770000248802802  TDA0248      
D201202509100494775   0214987060310422´ÌßÚÚÉÝ¼ÞÖ³25MG¢·Ö-Ø  25MG PTP      100T00001000000984000000984000010902804  G006         
D201202509100494775   0314987286113500»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³330MG¢ 330MG PTP      100T00002000000490000000980000005902806  5J94         
D201202509100494775   0414987413300612¼ÞÔÃÞ²±Ý½¼ÞÖ³10MG     10MG PTP      100T00002000014608000029216000166002712  589109       
D201202509100494775   0514987185809900¼ÞÔÇËÞ±¼ÞÖ³50MG       (¶Â¾Ý²Ø) PTP  100T00001000007044000007044000082102612  Z008685      
D201202509100494776   0114987058210284½ÙËßØÄÞ¼ÞÖ³50MG¢±ÒÙ£  50MG PTP      100T00001000000587000000587000006602711  2452         
D201202509100494776   0214987286105239¾È¶Þ¼ÛÂÌß                          500ML00001000000797000000797000008952905  5I08         
D201202509100494776   0314987173017713¾Ì±ÄÞ-Ù¼ÞÖ³25MG       25MG PTP      100T00001000000542000000542000006502709  503701       
D201202509100494776   0414987081186518ÃÙÐ»ÙÀÝ¼ÞÖ³40MG¢DSEP  40MG PTP      140T00001000002156000002156000024222712  589014       
D201202509100494776   0514987080002215ËßÀÊÞ½ÀÁÝCA¼ÞÖ³4MG¢»   4MG PTP      100T00001000002169000002169000026102802  425202       
D201202509100494777   0114987081185740Ì´ÌÞ·¿½ÀÂÄ¼ÞÖ³20MG¢D  20MG PTP      100T00001000000924000000924000010402711  20224        
D201202509100494777   0214987641077829¹ÄÌßÛÌ´ÝÊßÂÌßXR120MG     120MG      70Ï²00001000001096000001096000012322611  65171        
D201202509100494798   0114987058173381±ÙÌ±¶Ù¼ÄÞ-Ù¼ÞÖ³1.0UG 1.0UG PTP      100T00001000000553000000553000006102804  2514         
D201202509100494798   0214987190020338´¿ÒÌß×¿Þ-Ù¶Ìß¾Ù20MG¢  20MG PTP    100CAP00001000003250000003250000037802704  14340        
D201202509100494798   0314987081189960Û·¿ÌßÛÌ´ÝNAÃ-Ìß100MG     100MG    7Ï²X1000001000001057000001057000012322804  50325        
E200000280000262509101302                                                                                                       
