S20902020014 05262978172694250313050231128128          0526297817                                                               
D201202503130911164   0114987901091305ÐºÌ´É-Ù»ÝÓÌ´ÁÙ¶Ìß¾Ù2 250MG PTP    100CAP00001000012204000012204000137002704  LN4232       
D201202503130911310   0114987306066212ËÞµÌ´ÙÐÝ¼ÞÖ³»Þ²            PTP      630T00001000003088000003088000035912801  224D1        
D201202503130911398   0114987080120018´ÊÞ½ÁÝOD¼ÞÖ³10MG¢»Ü²  10MG PTP      100T00001000002108000002108000023202709  X24901       
D201202503130911398   0214987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000014716000014716000170402705  24055Y1      
D201202503130911398   0314987080774013Ìß×ÊÞ½ÀÁÝNA¼ÞÖ³10MG¢  10MG PTP      100T00001000001340000001340000015402705  724401       
D201202503130911398   0414987190510808ÍÞÎßÀ½ÁÝÍÞ¼Ù»Ý´ÝOD¼Þ  10MG PTP      100T00001000000989000000989000011502703  J392         
D201202503130911398   0514987158151005Ûº²ÄÞÅÝº³0.1%             0.1%     5GX1000002000000663000001326000007452810  LBJ28V       
D201202503130911399   0114987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000001015000001015000011402703  86540        
D201202503130911454   0114987080292012¿ÞÙËßÃÞÑ¼Õ¾·»Ý´ÝOD¼Þ  10MG PTP      100T00001000001118000001118000012302707  424701       
D201202503130911492   0114987128006502ÃÞÊß½¼ÞÖ³1MG           1MG PTP      100T00001000000896000000896000010102703  J516         
D201202503130911493   0114987080680017¶ÙÍÞ¼ÞÛ-Ù¼ÞÖ³2.5MG¢» 2.5MG PTP      100T00001000000879000000879000010102704  724402       
D201202503130911493   0214987080037712¹ÄÁÌ´Ý¶Ìß¾Ù1MG¢»Ü²£    1MG PTP    100CAP00001000000530000000530000005902706  124602       
D201202503130911493   0314987086362252ÌÙÁ¶¿ÞÝÃÝËÞ´·50UG¢»Ý           4MLX10ËÞÝ00001000002749000002749000030872709  R24002       
D201202503130911493   0414987616003969ØÍÞÙ»½¼ÞÖ³7MG          7MG PTP      100T00001000028955000028955000325702705  RJG8150      
D201202503130911493   0514987086471282Û·¿ÌßÛÌ´ÝNA¼ÞÖ³60MG¢  60MG PTP      100T00001000000863000000863000009802710  K240181      
D201202503130911494   0114987616003655µ¾ÞÝËßÂ¸Ë¶ÁÕ³2MG           2MG 1.5MLX1ÎÝ00001000009672000009672000108792703  PP5M682      
E200000180000162503130502                                                                                                       
