S20902020014 05262978173542240729050239128128          0526297817                                                               
D201202407290058911   0114987770504609±ÃÞÎ½º-ÜÁÖ³Ö³¼ÞÖ³20   20MG PTP      100T00001000000493000000493000005702612  HT4O         
D201202407290058911   0214987057432342±ÚÛÂ¸¼ÞÖ³5             5MG PTP      100T00001000002041000002041000024302701  471PDA       
D201202407290058911   0314987080680017¶ÙÍÞ¼ÞÛ-Ù¼ÞÖ³2.5MG¢» 2.5MG PTP      100T00001000000879000000879000010102603  723305       
D201202407290058911   0414987080034711¾ÝÉ¼ÄÞ¼ÞÖ³12MG¢»Ü²£   12MG PTP      100T00001000000460000000460000005102802  724201       
D201202407290058911   0514987081185740Ì´ÌÞ·¿½ÀÂÄ¼ÞÖ³20MG¢D  20MG PTP      100T00001000000953000000953000010702608  20141        
D201202407290059046   0114987086533546¹ÄÌßÛÌ´ÝÃ-Ìß40MG¢»ÝÜ   10X14CM    7Ï²X1000001000001045000001045000011972601  4B12SL       
D201202407290059106   0114987770504609±ÃÞÎ½º-ÜÁÖ³Ö³¼ÞÖ³20   20MG PTP      100T00001000000493000000493000005702612  HT4O         
D201202407290062064   0114987138806840ÂÑ×068¼Ô¸Ô¸¶Ý¿Þ³Ä³        (68) 2.5GX3X1400002000000992000001984000010922704  X01781       
D201202407290062064   0214987155592016Û»ÙÀÝK¼ÞÖ³50MG¢Ä-Ü£   50MG PTP      100T00001000001844000001844000021202901  A0192        
D201202407290062064   0314987080023616ÛÍß×ÐÄÞ´Ý»Ý´Ý¶Ìß¾Ù1M   1MG PTP    100CAP00001000000530000000530000005902703  124301       
D201202407290062242   0114987128320011ÌÞÛÁ¿Þ×Ñ¼ÞÖ³0.25MG¢Ö0.25MG PTP      100T00001000000869000000869000010102604  H775         
D201202407290062243   0114987116530217´¸±¼ÞÖ³50MG           50MG PTP      100T00001000005130000005130000060602608  P1730        
D201202407290062243   0214987042143116´¸ÛÂ¸¹ÞÙ5%                  5%   40G 1ÎÝ00001000008594000008594000096522702  C41120       
D201202407290062243   0314987286113500»Ý¶Ï¸ÞÈ¼³Ñ¼ÞÖ³330MG¢ 330MG PTP      100T00001000000446000000446000005702705  4I72         
D201202407290062243   0414987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000014716000014716000170402612  24014Y1      
D201202407290062243   0514987155195101ÃÌßÚÉÝ¶Ìß¾Ù50MG¢Ä-Ü£  50MG PTP   1000CAP00001000005667000005667000063002701  A0647        
D201202407290062244   0114987116530316ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³250M 250MG PTP      100T00001000000808000000808000010102701  6576C        
D201202407290062244   0214987086471282Û·¿ÌßÛÌ´ÝNA¼ÞÖ³60MG¢  60MG PTP      100T00002000000863000001726000009802611  KY13001      
E200000200000182407290502                                                                                                       
