S20902020014 05262978172906241218050242128128          0526297817                                                               
D201202412180714973   0114987086533546¹ÄÌßÛÌ´ÝÃ-Ìß40MG¢»ÝÜ   10X14CM    7Ï²X1000002000001045000002090000011972606  4L14SL       
D201202412180714973   0214987155592016Û»ÙÀÝK¼ÞÖ³50MG¢Ä-Ü£   50MG PTP      100T00001000001844000001844000021202906  A0200        
D201202412180715288   0114987901128704±ÑÛ¼ÞËßÝ¼ÞÖ³5MG¢VTRS   5MG PTP      500T00001000004591000004591000050502803  LM8395       
D201202412180715288   0214987080103813²Ì´ÝÌßÛ¼ÞÙ¼Õ¾·»Ý´Ý¼Þ  20MG PTP      100T00001000000531000000531000005902702  624104       
D201202412180715288   0314987116530132´¸ÒÂÄÊ²ºÞ³¼ÞÖ³LD           PTP      100T00001000004315000004315000051002703  P0497        
D201202412180715288   0414987080103516ÄÞÝÍßØÄÞÝ¼ÞÖ³10MG¢»Ü  10MG PTP      100T00001000000530000000530000005902708  524504       
D201202412180715965   0114987116530170´¸ÒÂÄÊ²ºÞ³¼ÞÖ³HD           PTP      100T00001000004248000004248000050202706  P2388        
D201202412180715965   0214987901008303ÉÙÊÞ½¸¼ÞÖ³5MG          5MG PTP      100T00001000001381000001381000015202712  LL4777       
D201202412180715965   0314987188412176Ó-×½Ã-ÌßL40MG          10X14CM    7Ï²X1000002000001819000003638000020022609  BA20U        
D201202412180716126   0114987190020338´¿ÒÌß×¿Þ-Ù¶Ìß¾Ù20MG¢  20MG PTP    100CAP00001000003595000003595000041802608  11130        
D201202412180716126   0214987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000014716000014716000170402703  24038Y1      
D201202412180716126   0314987233105343½-¼ÞÔÇÊ²ºÞ³¼ÞÖ³            PTP      100T00001000016382000016382000191702703  24044M1      
D201202412180716126   0414987770529800ÊßÙÓÃÞ²±XR¼ÞÖ³0.2MG  0.2MG PTP      100T00001000005345000005345000060002708  FT4S         
D201202412180716259   0114987476113310Ä×È·»Ñ»Ý¼ÞÖ³250MG¢YD 250MG PTP      100T00002000000918000001836000010102707  Y24H36       
D201202412180716342   0114987116530415Â²Ð-¸Þ¼ÞÖ³500MG          500MG  PTP 100T00001000003008000003008000034102611  F6215        
D201202412180716342   0214987081185719Ì´ÌÞ·¿½ÀÂÄ¼ÞÖ³10MG¢D  10MG PTP      100T00001000000525000000525000005902702  50230        
D201202412180716342   0314987155783049ÌßÛËßÍÞØÝ´Ý»Ý´Ý¼ÞÖ³2  20MG PTP      100T00001000002390000002390000027202702  D0036        
D201202412180716342   0414987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000001015000001015000011402701  82940        
E200000200000182412180502                                                                                                       
S20901660013 05262978170000241217224013128128          0526297817                                                               
D2012024121824107     0114987081186907Û½ÊÞ½ÀÁÝ ¼ÞÖ³ 2.5MG   PTP  2.5MG    100T00001000001036000001036000011402701  82940        
D2012024121824107     0214987123002721µÒ¶Þ-3 ¼ÎÞ³»Ý´ÁÙ ØÕ³2G¢À¹ÀÞÃÊÞ£  2GX56Î³00001000003845000003845000045972701  2402011      
D2012024121824107     0314987116530170´¸ÒÂÄ Ê²ºÞ³¼ÞÖ³ HD    PTP           100T00001000004473000004473000050202706  P2390        
D2012024121824107     0414987376556712Ì´·¿Ì´Å¼ÞÝ´Ý»Ý´Ý ¼ÞÖIK£  PTP 60MG   100T00001000002558000002558000028702702  4K019A       
D2012024121824107     0514987376556712Ì´·¿Ì´Å¼ÞÝ´Ý»Ý´Ý ¼ÞÖIK£  PTP 60MG   100T00001000002558000002558000028702702  4K019A       
D2012024121824107     0614987901126809±ÑÛ¼ÞËßÝ OD ¼ÞÖ³ 10M  PTP   10MG    100T00001000000862000000862000010102610  LC1067       
D2012024121824107     0714987376056212ÄºÌ´Û-ÙÆºÁÝ»Ý´½ÃÙ ¶Ì¢ÆÁ²º³£  PTP    100P00002000000681000001362000007502703  CP1601       
D2012024121824107     0814987376056212ÄºÌ´Û-ÙÆºÁÝ»Ý´½ÃÙ ¶Ì¢ÆÁ²º³£  PTP    100P00001000000681000000681000007502703  CP1601       
D2012024121824108     0114987116530217´¸± ¼ÞÖ³ 50MG         PTP   50MG    100T00001000005399000005399000060602612  P1753        
D2012024121824108     0214987138806239062 ÂÑ× ÎÞ³Ì³Â³¼Ö³»Ý     ¶ÐÊÞº  2.5GX18900001000005871000005871000065202711  X29211       
D2012024121824108     0314987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00002000000851000001702000010102706  KG021        
D2012024121824108     0414987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00001000000851000000851000010102706  KG021        
D2012024121824108     0514987123872829¼Û½À¿Þ-Ù ¼ÞÖ³ 100MG   PTP  100MG    100T00002000001245000002490000013702610  GP0635       
D2012024121824108     0614987376085519Û»ÙËÄÞ Ê²ºÞ³¼ÞÖ³ LD   PTP           100T00001000001658000001658000018602705  J00100       
D2012024121824108     0714987081186556ÃÙÐ»ÙÀÝ ¼ÞÖ³ 80MG ¢D  PTP   80MG    100T00001000002581000002581000028402702  489005       
D2012024121824108     0814987123002523×ÒÙÃµÝ ¼ÞÖ³ 8MG ¢À¹À  PTP    8MG    100T00001000002174000002174000024402703  561500       
D2012024121824109     0114987376069410±ÄÙÊÞ½ÀÁÝ ¼ÞÖ³ 5MG ¢  PTP    5MG    100T00001000000918000000918000010102701  AP0201       
D2012024121824109     0214987138800848008 ÂÑ× ÀÞ²»²ºÄ³               2.5GX42Î³00002000002090000004180000022992709  X30082       
D2012024121824109     0314987271042655ÃÞ·½ÄÛÒÄÙÌ±Ý¼Õ³¶½²¿»10% ¢ÂÙÊ×£      100G00001000000927000000927000010402910  423          
E200000210000192412172240                                                                                                       
