S20902020014 05262978171002250408140253128128          0526297817                                                               
D201202504080155783   0114987080037514Û×¾ÞÊßÑ¼ÞÖ³1MG¢»Ü²£    1MG PTP      100T00001000000536000000536000005902709  724903       
D201202504080155784   0114987080119913¼Þ¸ÛÌ´Å¸NA¼ÞÖ³25MG¢»  25MG PTP      100T00001000000536000000536000005902708  724802       
D201202504080155784   0214987081186518ÃÙÐ»ÙÀÝ¼ÞÖ³40MG¢DSEP  40MG PTP      140T00002000002202000004404000024222706  489045       
D201202504080155784   0314987035510611ÒÌßÁÝ´±-10UG·Õ³ÆÕ³10   0.0143%    5MLX1000001000009645000009645000106092711  4K97NAC      
D201202504080155784   0414987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00002000000945000001890000010402704  87840        
D201202504080155785   0114987128305216ÏÝ¼ÞÔÛË¶ÁÕ³5MG±Ãµ½         5MG0.5MLX2·ÂÄ00002000006996000013992000076962604  D778295AA    
D201202504080155858   0114987614415511±ÑÊÞÛÊ²ºÞ³¼ÞÖ³¢»ÝÄÞ£       PTP      500T00001000007730000007730000076002708  P0312        
D201202504080155858   0214987614415504±ÑÊÞÛÊ²ºÞ³¼ÞÖ³¢»ÝÄÞ£       PTP      140T00002000002164000004328000021282706  P0310        
D201202504080155858   0314987443384446´ÝÚ½Ä¼ÞÖ³200MG       200MG PTP      100T00001000017109000017109000188202709  P0694        
D201202504080155858   0414987770588807ºÒØ±Ýº-Ü¼ÞÖ³100      100MG PTP      100T00002000000782000001564000008602808  VT4I         
D201202504080155858   0514987916002211ÀÑ½Û¼Ý´Ý»Ý´ÝOD¼ÞÖ³0. 0.2MG PTP      140T00001000002174000002174000021002708  01397        
D201202504080155859   0114987138800749ÂÑ×007ÊÁÐ¼Þµ³¶ÞÝ           (7) 2.5GX3X1400002000000935000001870000010292802  X62861       
D201202504080155859   0214987080001911ËßÀÊÞ½ÀÁÝCA¼ÞÖ³1MG¢»   1MG PTP      100T00001000000945000000945000010402706  424603       
D201202504080155859   0314987116530323ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³250M 250MG PTP     1000T00001000009455000009455000104002707  6825C        
D201202504080155859   0414987116530316ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³250M 250MG PTP      100T00005000000945000004725000010402707  6818C        
D201202504080155859   0514987080406112×Û·¼Ì´Ý´Ý»Ý´Ý¼ÞÖ³60M  60MG PTP      100T00001000001964000001964000021602707  424801       
D201202504080155860   0114987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000000945000000945000010402704  87840        
D201202504080155964   0114987413880510Ä×ÃÞ²±Ý½Ê²ºÞ³¼ÞÖ³AP        PTP      100T00001000021436000021436000235802712  589005       
D201202504080155995   0114987901094207Ó»ÌßØÄÞ¸´Ý»Ý´Ý¼ÞÖ³5M   5MG PTP      100T00002000000945000001890000010402708  M037AH9      
D201202504080155995   0214987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000000945000000945000010402704  87840        
D201202504080156036   0114534551012893µØºÞÜÝ µØºÞÄ³¼ÛÂÌß                  500G00001000001047000001047000000002603034J04         
D201202504080156036   0214534551012374Ï-ËÞ- Ã²¶ÛØ-¼ÞÔÑ(ËÞÝHABA1237ÌÞÙ-ÍÞØ-230G00001000000488000000488000000002601315A31         
E200000240000222504081402                                                                                                       
