S20902020014 05262978172789240807050237128128          0526297817                                                               
D201202408070084372   0114987858200041±½ÄÐÝ¼ÞÖ³10MG         10MG PTP     1000T00001000006250000006250000068002703  H007R01      
D201202408070084845   0114987081185719Ì´ÌÞ·¿½ÀÂÄ¼ÞÖ³10MG¢D  10MG PTP      100T00001000000525000000525000005902611  50196        
D201202408070084868   0114987188415832Û·¿ÌßÛÌ´ÝNAÃ-Ìß100MG     100MG    7Ï²X1000001000001071000001071000011972604  B501Y        
D201202408070084996   0114987233731825Ï²½Ø-¼ÞÖ³10MG         10MG PTP      100T00001000002595000002595000031002612  24001F1      
D201202408070084997   0114987476113310Ä×È·»Ñ»Ý¼ÞÖ³250MG¢YD 250MG PTP      100T00001000000918000000918000010102703  Y24D47       
D201202408070084997   0214987901129800ÄÞ·»¿Þ¼Ý¼ÞÖ³1MG¢VTRS   1MG PTP      100T00001000000859000000859000010102609  HN5918       
D201202408070084997   0314987080537113Ì±ÓÁ¼ÞÝD¼ÞÖ³10MG¢»Ü²  10MG PTP      100T00001000000894000000894000010102611  724105       
D201202408070084997   0414987155592016Û»ÙÀÝK¼ÞÖ³50MG¢Ä-Ü£   50MG PTP      100T00001000001844000001844000021202901  A0192        
D201202408070084997   0514987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000001015000001015000011402610  79330        
D201202408070085109   0114987190020338´¿ÒÌß×¿Þ-Ù¶Ìß¾Ù20MG¢  20MG PTP    100CAP00001000003595000003595000041802605  09430        
D201202408070085132   0114987035652205µ-´½ÜÝ(OS-1)          ±ÂÌßÙÌ³Ð  500MLX240000100000360000000360000000000250915             
E200000130000112408070502                                                                                                       
