S20902020014 05262978170793251001130303128128          0526297817                                                               
D201202510010664596   0114987650650105¸Ú½Ä-Ù¼ÞÖ³2.5MG      2.5MG PTP      100T00001000001543000001543000018502709  00540        
D201202510010664596   0214987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000013174000013174000149702709  24090Y1      
D201202510010664596   0314987116530002ÒÄ¸ÞÙº¼ÞÖ³250MG      250MG PTP      100T00002000000883000001766000010402709  97N06        
D201202510010664597   0114987128305216ÏÝ¼ÞÔÛË¶ÁÕ³5MG±Ãµ½         5MG0.5MLX2·ÂÄ00001000006856000006856000076962612  D872119AA    
D201202510010664609   0114987080192015´Á¿Þ×Ñ¼ÞÖ³1MG¢SW£      1MG PTP      100T00001000000916000000916000010102804  525202       
D201202510010664610   0114987080633112Æº×Ý¼ÞÙ¼ÞÖ³5MG         5MG PTP      100T00001000000547000000547000006102804  625401       
D201202510010664610   0214987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000000925000000925000010402708  93040        
D201202510010664610   0314987087003871ØÝÃÞÛÝ-VG¸Ø-Ñ0.12%       0.12%   5GX10²Ø00001000001223000001223000013852806  5864         
D201202510010664664   0114987116530316ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³250M 250MG PTP      100T00002000000869000001738000010402709  97T03        
D201202510010664665   0114987080037514Û×¾ÞÊßÑ¼ÞÖ³1MG¢»Ü²£    1MG PTP      100T00001000000527000000527000005902803  725204       
D201202510010664718   0114987028234784»²Ú-½¼ÞÖ³1MG(¼·ÁÖ³ÍÝ   1MG PTP      100T00001000000628000000628000007402703  46R61F       
D201202510010664719   0114987901128605±ÑÛ¼ÞËßÝ¼ÞÖ³5MG¢VTRS   5MG PTP      100T00001000000883000000883000010402809  MD0788       
D201202510010664719   0214987901039406´ÊßÙÚ½ÀÂÄ¼ÞÖ³50MG¢VT  50MG PTP      100T00001000001273000001273000014302712  M046AJ1      
D201202510010664719   0314987081187171µÙÒ»ÙÀÝOD¼ÞÖ³20MG¢DS  20MG PTP      100T00001000001556000001556000018002711  OMA4127      
D201202510010664719   0414987173017713¾Ì±ÄÞ-Ù¼ÞÖ³25MG       25MG PTP      100T00001000000542000000542000006502709  504201       
D201202510010664719   0514987650706109È·¼³Ñ¶Ìß¾Ù20MG        20MG PTP    100CAP00001000005118000005118000059302705  39940        
D201202510010664720   0114987155165241ËÞÙÀÞ¸ÞØÌßÁÝ¼ÞÖ³50MG  50MG PTP      100T00001000001546000001546000018402805  D0032        
D201202510010664720   0214987028266563ÒÁºÊÞ-Ù¼ÞÖ³500UG     500UG PTP      210T00001000001834000001834000021842710  51A21P       
D201202510010664771   0114987080396017±ÛÌßØÉ-Ù¼ÞÖ³100MG¢»Ü 100MG PTP      100T00001000000717000000717000008002709  B24901       
D201202510010664771   0214987081186518ÃÙÐ»ÙÀÝ¼ÞÖ³40MG¢DSEP  40MG PTP      140T00001000002156000002156000024222712  589016       
D201202510010664771   0314987155165722ÒÎËÞÙÊ²ºÞ³¼ÞÖ³HD¢Ä-Ü       PTP      100T00001000002050000002050000023302804  D0006        
D201202510010664878   0114987081185337±¿Þ¾ÐÄÞ¼ÞÖ³60MG¢DSEP  60MG PTP      100T00001000001005000001005000011302710  AA0081A      
D201202510010664878   0214987770528803±ÃÞÎ½º-Ü¶ØÕ³10%            10%  1GX600Î³00001000008324000008324000093002806  GE5E         
D201202510010664878   0314987081185597¶ÙÍÞ¼ÞÛ-Ù¼ÞÖ³20MG¢DS  20MG PTP      100T00001000000935000000935000010402711  W8A0012      
D201202510010664878   0414987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00002000000925000001850000010402708  93040        
E200000270000252510011303                                                                                                       
