S20902020014 05262978174077250901050251128128          0526297817                                                               
D201202509010458371   0114987020020163ÃÙËÞÅÌ²Ý´Ý»Ý´Ý¸Ø-Ñ1%        1%  10GX50ÎÝ00001000005134000005134000047502806  57001        
D201202509010472136   0114987080190011´Á¿Þ×Ñ¼ÞÖ³0.5MG¢SW£  0.5MG PTP      100T00001000000597000000597000006602805  525301       
D201202509010472137   0114987080322115´½¿ÞËß¸ÛÝ¼ÞÖ³3MG¢»Ü²   3MG PTP      100T00001000001244000001244000014602712  624Z01       
D201202509010472138   0114987792291815±¿Þ¾ÐÄÞ¼ÞÖ³30MG       30MG PTP      100T00001000000925000000925000010402712  KA041        
D201202509010472138   0214987476170306±ÑÊÞÛÊ²ºÞ³¼ÞÖ³¢YD£         PTP      100T00002000001551000003102000015202801  Y25B06       
D201202509010472138   0314987901128605±ÑÛ¼ÞËßÝ¼ÞÖ³5MG¢VTRS   5MG PTP      100T00002000000883000001766000010402809  LY1378       
D201202509010472138   0414987080737414²º»ÍßÝÄ»Ý´ÁÙØÕ³¼ÞÖ³¶     900MG      84Î³00002000003144000006288000034612708  X24869       
D201202509010472138   0514987116530170´¸ÒÂÄÊ²ºÞ³¼ÞÖ³HD           PTP      100T00006000003929000023574000046502803  P2589N       
D201202509010472139   0114987116530132´¸ÒÂÄÊ²ºÞ³¼ÞÖ³LD           PTP      100T00001000003988000003988000047202801  P0530        
D201202509010472139   0214987080035510´Å×ÌßØÙÏÚ²Ý»Ý´Ý¼ÞÖ³5   5MG PTP      100T00001000000925000000925000010402801  524Z02       
D201202509010472139   0314987443384415´ÝÚ½Ä¼ÞÖ³100MG       100MG PTP      100T00001000009439000009439000106902712  P0284        
D201202509010472139   0414987081187249µÙÒ»ÙÀÝOD¼ÞÖ³40MG¢DS  40MG PTP      100T00001000002188000002188000025302802  ONA1040      
D201202509010472139   0514987057251097ºÆ-Ù¼ÞÖ³4              4MG PTP      100T00001000001446000001446000017202705  216ADE       
