S20902020014 05262978172838250822050248128128          0526297817                                                               
D201202508220405588   0114987770504609±ÃÞÎ½º-ÜÁÖ³Ö³¼ÞÖ³20   20MG PTP      100T00001000000525000000525000005902707  II4R         
D201202508220405588   0214987312126641ÐÔBM¼ÞÖ³                   PTP      100T00002000000528000001056000005902807  936C7        
D201202508220405588   0314987080001911ËßÀÊÞ½ÀÁÝCA¼ÞÖ³1MG¢»   1MG PTP      100T00001000000925000000925000010402709  424901       
D201202508220405588   0414987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500002000001081000002162000000003003  RS7D02B-1    
D201202508220405588   0514987086533485¹ÄÌßÛÌ´ÝÃ-Ìß20MG¢»ÝÜ    7X10CM    7Ï²X1000001000000800000000800000008892704  5H16SS       
D201202508220405589   0114987428143303ÄÙØ¼Ã²Ë¶ÁÕ³0.75MG±Ãµ    0.75MG      2·ÂÄ00002000004888000009776000054982701  D871747AA    
D201202508220405590   0114987616003211×²¿ÞÃÞ¸ÞÊ²ºÞ³ÁÕ³ÌÚÂ¸      300U   3MLX2ÎÝ00003000002989000008967000033402702  RP5P510      
D201202508220405591   0114987901007108¿×ÅÂ¸½0.4MG¼ÞÖ³      0.4MG PTP      100T00002000000543000001086000006102703  MA1842       
D201202508220405592   0114987035622611ÄÙÊÞÌßÀÝOD¼ÞÖ³15MG¢µ  15MG PTP       20T00001000008783000008783000107642708  4H89TDB1     
E200000110000092508220502                                                                                                       
S20901660013 05262978170000250821220813128128          0526297817                                                               
D2012025082245021     0114987123872997ÍÞÆ¼ÞËßÝ´Ý»Ý´Ý ¼ÞÖ³   PTP    4MG    100T00001000000927000000927000010402803  HC0263       
D2012025082245411     0114987123155236ºÃÞ²ÝØÝ»Ý´Ý ¼ÞÖ³ 20M  PTP   20MG     50T00001000003613000003613000039752712  566470       
E200000040000022508212208                                                                                                       
