S20901660013 05262978170000240919100208128128          0526297817                                                               
D2012024091919837     0114987123154352À¹·ÔÌÞ ¼ÞÖ³ 10MG      PTP   10MG    100T00001000008624000008624000096802701  559187       
D2012024091919837     0214987058173381±ÙÌ±¶Ù¼ÄÞ-Ù ¼ÞÖ³ 1.0  PTP  1.0Ï²¸ÛG 100T00001000000526000000526000005902705  2410         
D2012024091919837     0314987376055710±ÑÛ¼ÞËßÝ ¼ÞÖ³ 5MG ¢Æ  PTP    5MG    100T00001000000900000000900000010102608  I01000       
D2012024091919837     0414987123871051´ÍßØ¿ÞÝ´Ý»Ý´Ý ¼ÞÖ³ 5  PTP   50MG    100T00001000000526000000526000005902606  GJ0461       
D2012024091919837     0514987123873758¼ÞÌ´ÆÄÞ-Ù´Ý»Ý´Ý ¼ÞÖ³  PTP   25MG    100T00002000000508000001016000005702703  GS0363       
D2012024091919837     0614987123875271ÌÛ¾ÐÄÞ ¼ÞÖ³ 40MG ¢NI  PTP   40MG    100T00001000000571000000571000006402703  GW0087       
D2012024091919837     0714987123407915Ì±ÓÁ¼ÞÝ OD ¼ÞÖ³ 20MG  PTP   20MG    100T00001000000900000000900000010102705  H01299       
D2012024091919837     0814987376069519±ÄÙÊÞ½ÀÁÝ ¼ÞÖ³ 10MG   PTP   10MG    100T00001000000999000000999000011002606  FK0101       
D2012024091919838     0114987376075510ËÞ¿ÌßÛÛ-ÙÌÏÙ»Ý´Ý ¼ÞÖ¢ÆÁ²º³£  PTP    100T00001000000900000000900000010102701  AP1601       
D2012024091919838     0214560239915163µ¸½Ø ¶ÚÝÀÞ- KW-28   76271-000        1Ï²0000100000110000000110000000000                   
D2012024091919839     0114987058565032ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T00001000000508000000508000005702704  2402         
E200000130000112409191002                                                                                                       
