S20902020014 05262978170830250912140242128128          0526297817                                                               
D201202509120500156   0114987233731825Ï²½Ø-¼ÞÖ³10MG         10MG PTP      100T00001000002148000002148000026902708  24019F1      
D201202509120500157   0114987199100550±ÏØ-Ù0.5MG¼ÞÖ³       0.5MG PTP      100T00001000000925000000925000010402609  4K286A       
D201202509120500157   0214987190020338´¿ÒÌß×¿Þ-Ù¶Ìß¾Ù20MG¢  20MG PTP    100CAP00001000003250000003250000037802704  14340        
D201202509120500256   0114987080774013Ìß×ÊÞ½ÀÁÝNA¼ÞÖ³10MG¢  10MG PTP      100T00001000001213000001213000014102801  724Z01       
D201202509120500256   0214987233103042ÍÞÀÆ½¼ÞÖ³50MG         50MG PTP      100T00001000012470000012470000141702712  24129R1      
D201202509120500256   0314987174414016¼Þ¸ÛÌ´Å¸NA¹ÞÙ1%¢ÆÎÝ¿        1%    50GX1000001000001335000001335000015002802  25055        
D201202509120500267   0114987081186518ÃÙÐ»ÙÀÝ¼ÞÖ³40MG¢DSEP  40MG PTP      140T00001000002156000002156000024222712  589014       
D201202509120500362   0114987901128209±ÑÛ¼ÞËßÝ¼ÞÖ³2.5MG¢VT 2.5MG PTP      100T00001000000883000000883000010402809  MC0648       
D201202509120500362   0214987138801746ÂÑ×017ºÞÚ²»Ý              (17) 2.5GX3X1400001000001298000001298000014282807  Y26901       
D201202509120500362   0314987185809900¼ÞÔÇËÞ±¼ÞÖ³50MG       (¶Â¾Ý²Ø) PTP  100T00001000007044000007044000082102612  Z008685      
D201202509120500362   0414987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000013174000013174000149702708  24088Y1      
D201202509120500362   0514987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000000925000000925000010402708  92640        
D201202509120500432   0114987080817314´Á¿Þ×Ñ¼ÞÖ³0.25MG¢SW£0.25MG PTP      100T00001000000547000000547000006102803  525203       
D201202509120500433   0114987901128605±ÑÛ¼ÞËßÝ¼ÞÖ³5MG¢VTRS   5MG PTP      100T00001000000883000000883000010402809  MD0788       
D201202509120500433   0214987080398011´ËßÅ½ÁÝ´Ý»Ý´Ý¼ÞÖ³20M  20MG PTP      100T00001000001653000001653000018202802  524Y05       
D201202509120500433   0314987443384446´ÝÚ½Ä¼ÞÖ³200MG       200MG PTP      100T00001000016618000016618000188202710  P0719        
D201202509120500433   0414987081187836¼ÛÄÞ¼ÝOD¼ÞÖ³4MG¢DSEP   4MG PTP      100T00001000001175000001175000013202710  CXJ0803      
D201202509120500433   0514987080034711¾ÝÉ¼ÄÞ¼ÞÖ³12MG¢»Ü²£   12MG PTP      100T00001000000477000000477000005302902  725105       
D201202509120500434   0114987081107032Ø¸¼±ÅOD¼ÞÖ³30MG       30MG PTP      100T00001000035989000035989000411302804  UMA0751      
E200000210000192509121402                                                                                                       
S20902690019 05262978170000250912140002128128          0526297817                                                               
D201202509163211514   0114987376556712Ì´·¿Ì´Å¼ÞÝ´Ý»Ý´Ý¼ÞÖ³60MG¢SAN 100T       00001000002605000002605000028702702  4K050A       
E200000030000012509121400                                                                                                       
