20241101,2229001F1053,4987858100044,アストミン錠１０ｍｇ,42.00,16
20241101,3992001F1084,4987770504609,アデホスコーワ腸溶錠２０　２０ｍｇ,84.00,16
20241101,2339177B1038,4987274131332,Ｓ・Ｍ配合散,117.00,33
20241101,6132002M2183,4987058181034,ケフレックスカプセル２５０ｍｇ,3.00,15
20241101,3179115F2034,4987087034936,シナール配合錠,84.00,16
20241101,2900001F1029,4987280292249,セファランチン錠１ｍｇ,147.00,16
20241101,5200130D1060,4987138806246,ツムラ防風通聖散エキス顆粒(医療用),210.00,33
20241101,2221003B2067,4987813741053,メチエフ散１０％,2.75,33
20241101,2354003F2316,4987047211346,プルゼニド錠１２ｍｇ,56.00,16
20241101,5900003F1021,4987301326649,ヨクイニンエキス錠｢コタロー｣,504.00,16
20241101,1124009F1223,4987413580717,レンドルミン錠０.２５ｍｇ,28.00,16
20241101,2344002X1055,4987286105628,酸化マグネシウム｢ケンエー｣〔重質〕,105.00,33
20241101,2171022F2025,4987901008303,ノルバスク錠５ｍｇ,28.00,16
20241101,4490003R1309,4987080037644,ケトチフェンＤＳ小児用０.１％｢サワイ｣,7.00,33
20241101,1180107D1107,4987123410533,サラザック配合顆粒,84.00,33
20241101,1180109F1034,4987813702047,ピーエイ配合錠,42.00,16
20241101,1124007F2239,4987376371117,トリアゾラム錠０.２５ｍｇ｢日医工｣,30.00,16
20241101,2431004F1056,4987123155144,チラーヂンＳ錠５０μｇ,28.00,16
20241101,2325003F4031,4987919100396,ガスターＤ錠２０ｍｇ,56.00,16
20241101,1124008F1067,4987058565032,フルニトラゼパム錠１ｍｇ｢アメル｣,58.00,16
20241101,1124008F2047,4987058566039,フルニトラゼパム錠２ｍｇ｢アメル｣,58.00,16
20241101,1149116D1033,4987087034868,ＳＧ配合顆粒,294.00,33
20241101,2316020F1029,4987306066212,ビオフェルミン錠剤,84.00,16
20241101,3327002F1169,4987476113310,トラネキサム酸錠２５０ｍｇ｢ＹＤ｣,21.00,16
20241101,2129005F1153,4987376032117,ジソピラミドリン酸塩徐放錠１５０ｍｇ｢日医工｣,60.00,16
20241101,2171022F1207,4987058060032,アムロジピン錠２.５ｍｇ｢アメル｣,30.00,16
20241101,2171022F2351,4987376055710,アムロジピン錠５ｍｇ｢日医工｣,32.00,16
20241101,3969010F2030,4987185809917,ジャヌビア錠５０ｍｇ,196.00,16
20241101,2149117F1025,4987413590518,ミカムロ配合錠ＡＰ,28.00,16
20241101,2233002R2037,4987120223808,カルボシステインＤＳ５０％｢タカタ｣,7.00,33
20241101,3961008F1225,4987086170802,グリメピリド錠１ｍｇ｢三和｣,56.00,16
20241101,3969103F2020,4987123150002,リオベル配合錠ＨＤ,28.00,16
20241101,3339003F2020,4987341109639,イグザレルト錠１５ｍｇ,28.00,16
20241101,2189015F2127,4987376069519,アトルバスタチン錠１０ｍｇ｢日医工｣,56.00,16
20241101,1179025F1239,4987080190011,エチゾラム錠０.５ｍｇ｢ＳＷ｣,86.00,16
20241101,1179025F2197,4987080192015,エチゾラム錠１ｍｇ｢ＳＷ｣,84.00,16
20241101,2431004F4020,4987123155076,チラーヂンＳ錠１２.５μｇ,28.00,16
20241101,2149039F2100,4987155592016,ロサルタンＫ錠５０ｍｇ｢トーワ｣,112.00,16
20241101,3943001F1586,4987080396017,アロプリノール錠１００ｍｇ｢サワイ｣,28.00,16
20241101,2362001F2211,4987080030416,ウルソデオキシコール酸錠１００ｍｇ｢サワイ｣,84.00,16
20241101,2233002F1298,4987155244151,カルボシステイン錠２５０ｍｇ｢トーワ｣,84.00,16
20241101,2325003F4244,4987123407915,ファモチジンＯＤ錠２０ｍｇ｢テバ｣,60.00,16
20241101,1149019F1617,4987086471282,ロキソプロフェンＮａ錠６０ｍｇ｢三和｣,330.00,16
20241101,4490003M1352,4987080037712,ケトチフェンカプセル１ｍｇ｢サワイ｣,112.00,15
20241101,2354003F2367,4987080034711,センノシド錠１２ｍｇ｢サワイ｣,76.00,16
20241101,2123016F3088,4987376075510,ビソプロロールフマル酸塩錠０.６２５ｍｇ｢日医工｣,32.00,16
20241101,2123016F1131,4987376075312,ビソプロロールフマル酸塩錠２.５ｍｇ｢日医工｣,28.00,16
20241101,2189016F1133,4987080001928,ピタバスタチンＣａ錠１ｍｇ｢サワイ｣,32.00,16
20241101,3969018F2029,4987233102878,スーグラ錠５０ｍｇ,140.00,16
20241101,3222013F1157,4987080100119,クエン酸第一鉄Ｎａ錠５０ｍｇ｢サワイ｣　鉄５０ｍｇ,32.00,16
20241101,2344009F2082,4987286113500,酸化マグネシウム錠３３０ｍｇ｢ケンエー｣,64.00,16
20241101,2190006M2233,4987376056229,トコフェロールニコチン酸エステルカプセル２００ｍｇ｢日医工｣,90.00,15
20241101,2149041F2230,4987614412909,バルサルタン錠４０ｍｇ｢サンド｣,28.00,16
20241101,2149041F3236,4987614413012,バルサルタン錠８０ｍｇ｢サンド｣,56.00,16
20241101,1141007F3023,4987896011210,カロナール錠５００　５００ｍｇ,3.00,16
20241101,2149040F4238,4987080005414,カンデサルタン錠１２ｍｇ｢サワイ｣,28.00,16
20241101,6241013F3051,4987081183579,レボフロキサシン錠５００ｍｇ｢ＤＳＥＰ｣　(レボフロキサシンとして),7.00,16
20241101,2329030F1020,4987123154352,タケキャブ錠１０ｍｇ,86.00,16
