20250801,2229001F1053,4987858100044,アストミン錠１０ｍｇ,57.00,16
20250801,6131001F2026,4987233151005,サワシリン錠２５０　２５０ｍｇ,21.00,16
20250801,3179115F2034,4987087034936,シナール配合錠,56.00,16
20250801,2432001F1033,4987123158831,メルカゾール錠５ｍｇ,35.00,16
20250801,5200121D1045,4987138800749,ツムラ八味地黄丸エキス顆粒(医療用),472.50,33
20250801,5200130D1060,4987138806246,ツムラ防風通聖散エキス顆粒(医療用),210.00,33
20250801,1179025F2022,4987128006502,デパス錠１ｍｇ,84.00,16
20250801,3132002B1034,4987709500719,ニコチン酸アミド散１０％｢ゾンネ｣,7.00,33
20250801,3136004F2138,4987028266563,メチコバール錠５００μｇ　０.５ｍｇ,84.00,16
20250801,3332001F1024,4987028240303,ワーファリン錠１ｍｇ,126.00,16
20250801,2123016F2189,4987128115372,メインテート錠５ｍｇ,63.00,16
20250801,2171022F2025,4987901008303,ノルバスク錠５ｍｇ,28.00,16
20250801,1180107D1123,4987155071078,トーワチーム配合顆粒,78.00,33
20250801,1124007F2239,4987376371117,トリアゾラム錠０.２５ｍｇ｢日医工｣,51.00,16
20250801,1141007F1063,4987896010817,カロナール錠２００　２００ｍｇ,3.00,16
20250801,2456001F2023,4987153136632,プレドニゾロン錠１ｍｇ(旭化成),14.00,16
20250801,2456001F1353,4987123119597,プレドニゾロン錠｢タケダ｣５ｍｇ,14.00,16
20250801,2189015F2020,4987901017701,リピトール錠１０ｍｇ,28.00,16
20250801,1124008F2047,4987058566039,フルニトラゼパム錠２ｍｇ｢アメル｣,30.00,16
20250801,2316020F1029,4987306066212,ビオフェルミン錠剤,258.00,16
20250801,3999021F1023,4987428416506,エビスタ錠６０ｍｇ,28.00,16
20250801,3332001F3035,4987028240501,ワーファリン錠０.５ｍｇ,94.50,16
20250801,3327002F1169,4987476113310,トラネキサム酸錠２５０ｍｇ｢ＹＤ｣,60.00,16
20250801,3969010F2030,4987185809900,ジャヌビア錠５０ｍｇ,42.00,16
20250801,2149115F1026,4987081102303,レザルタス配合錠ＬＤ,60.00,16
20250801,2329028F1104,4987080670018,ラベプラゾールＮａ錠１０ｍｇ｢サワイ｣,63.00,16
20250801,3949003F2020,4987294394229,フェブリク錠２０ｍｇ,63.00,16
20250801,2590014F2028,4987233103042,ベタニス錠５０ｍｇ,35.00,16
20250801,2189015F2127,4987376069519,アトルバスタチン錠１０ｍｇ｢日医工｣,84.00,16
20250801,1179025F1239,4987080190011,エチゾラム錠０.５ｍｇ｢ＳＷ｣,86.00,16
20250801,2149039F2100,4987155592016,ロサルタンＫ錠５０ｍｇ｢トーワ｣,56.00,16
20250801,2183005G1285,4987080394013,ベザフィブラートＳＲ錠２００ｍｇ｢サワイ｣,60.00,16
20250801,3943001F1586,4987080396017,アロプリノール錠１００ｍｇ｢サワイ｣,56.00,16
20250801,4490014F2285,4987080398011,エピナスチン塩酸塩錠２０ｍｇ｢サワイ｣,7.00,16
20250801,2233002F1298,4987155244151,カルボシステイン錠２５０ｍｇ｢トーワ｣,72.00,16
20250801,2233002F1298,4987155244175,カルボシステイン錠２５０ｍｇ｢トーワ｣,21.00,16
20250801,1249010F1263,4987376357111,チザニジン錠１ｍｇ｢日医工｣,84.00,16
20250801,2325003F4244,4987123407915,ファモチジンＯＤ錠２０ｍｇ｢テバ｣,28.00,16
