product_code,product_name,maker_name,package_spec,purchase_price
0383017013639,◆マイクロファインプラス,, 70本 (1本×70),1082
0410980576301,◆投薬瓶小判型２００ＭＬ×１００,, 100個 (1個×100),9999999999
0420980576201,◆投薬瓶小判型１００ＭＬ×２００,, 200本 (1本×200),9999999999
0480936783640,◆マービークッキーかぼちゃ,, 5個 (1個×5),9999999999
0480936783657,◆マービークッキーカカオとアーモンド,, 5個 (1個×5),9999999999
0480936783664,◆マービークッキーごまときなこ,, 5個 (1個×5),9999999999
0480951710041,◆ＳＫ点鼻瓶１０ｍＬ×１０　７７４３,, 10個 (1個×10),9999999999
0480951710065,◆ＳＫ点鼻瓶２０ｍＬ×１０　７７４４,, 10個 (1個×10),9999999999
0480959601617,◆分包紙７０Wグラシン無地２００２４２,, 6個 (1個×6),9999999999
0480980578889,◆プラ壺深型５５ｍＬＡー５青５０個,, 50個 (1個×50),9999999999
4523160474970,◆オリゴのおかげダブルサポ－ト　５００Ｇ,, 1本 (1本×1),648
4534551012022,◆マービー液状２０００ｇ,, 1本 (1本×1),9999999999
4534551012091,◆スウィートマービーフルーツミックスキャンディ,, 1個 (1個×1),182
4534551012121,◆スウィートマービー紅茶キャンディ,, 1個 (1個×1),182
4534551012152,◆スウィートマービーコーヒーキャンディ,, 1個 (1個×1),182
4534551012169,◆マービー水ようかん,, 1個 (1個×1),9999999999
4534551012350,◆マービーストロベリージャム瓶詰タイプ,, 1個 (1個×1),420
4534551012367,◆マービーマーマレードジャム瓶詰タイプ,, 1個 (1個×1),420
4534551012374,◆マービーブルーベリージャム瓶詰タイプ,, 1個 (1個×1),490
4534551012381,◆マービーりんごジャム瓶詰タイプ,, 1個 (1個×1),420
4534551012893,◆オリゴワンオリゴ糖シロップ５００ｇ,, 1本 (1本×1),1050
4534551012923,◆マービー液状６２０ｇ,, 1本 (1本×1),665
4534551012930,◆マービー液状２０００ｇ,, 1本 (1本×1),1694
4534551013357,◆マービーピーナッツクリームスティックタイプ,, 1個 (1個×1),9999999999
4534551013449,◆マービーチョコレートスプレッドスティックタイプ,, 1個 (1個×1),9999999999
4535184493622,◆噴霧容器３０　（１５ＣＣ）　３８８２　ニュウハク－アオ　１０コ,, 10個 (1個×10),405
4560239915163,◆おくすりカレンダー４用法７段タイプ１枚ＫＷー２８,, 1枚 (1枚×1),1100
4560350670170,◆ＪマスクホワイトMW09002W,, 1個 (1個×1),9999999999
4562216550169,イミダプリル塩酸塩錠５ｍｇ「ＤＳＥＰ」,エッセンシャルファーマ,ＰＴＰ 100錠,1345
4571484310054,◆タカゾノ７０５０８１ＧＰ印字用インクリボンカセット３２ｍｍ,, 10個 (1個×10),35625
4571484313000,◆分包紙７０Wグラシン無地２００２４２,, 6個 (1個×6),34875
4582795820200,エスワンタイホウ配合ＯＤ錠Ｔ２０,岡山大鵬薬品,ＰＴＰ 56錠,9999999999
4901551357093,◆おくすりパクッとねるねる,, 1個 (1個×1),9999999999
4904751110871,◆リキセー　３０００,, 10本 (1本×10),9999999999
4946306111322,◆ＰＡＲＩボアテックスマスク無しM23-002-04,, 1個 (1個×1),2200
4973877000861,◆サヤカくろず飴（栄養機能食品）,, 1個 (1個×1),175
4987006251604,◆デスクワン－Ｄ,, 10本 (1本×10),9999999999
4987020001070,デルモゾールＧクリーム,岩城製薬,包装小 50Ｇ,1233
