4987123157575,1,,123157575,2149040F3037,,1235807010101,622358001,,2149040F3037,2149,その他の血圧降下剤,1,内,872149,0200,ＴＡＢ,錠剤,カンデサルタン錠８ｍｇ「あすか」,ｶﾝﾃﾞｻﾙﾀﾝｼﾞｮｳ8mg｢ｱｽｶ｣,８ｍｇ／錠　ＰＴＰ　１０錠×１０,8mg/T PTP 10TX10,カンデサルタン,,カンデサルタン　シレキセチル錠,カンデサルタン錠８ｍｇ「あすか」,カンデサルタン錠８ｍｇ「あすか」,８ｍｇ１錠,８ＭＧ１Ｔ,00123,武田薬品工業,タケダヤクヒンコウギョウ,武田薬品,00141,あすか製薬,アスカセイヤク,あすか製薬,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,28.5,2850,31.3,3130,,,20250401,20140620,20140912,,,,0,0,0,0,0,0,0,0,0,0,1,36,,0,1,1,1,,1,0,0,0,0,1,0,0,,,1,0,0,0,0,0,0,0,0,,,,5.5,291,375,267,29.2,,,,,,,48,136,35,229,100,,0,20140904,20231102,04987123511506,14987123157572,カンデサルタン　シレキセチルジョウ,1,JN,4987123157575,0,40860,921440860,1235807010101,1,0,100,1,８ｍｇ／錠　ＰＴＰ　１０錠×１０,ｶﾝﾃﾞｻﾙ,カンデサルタン錠８ｍｇ「あすか」,00123,20250401,0,31.3,20250401,８ｍｇ１錠,2149040F3037,,1.00,0,04987123511506,14987123157572,,,00141,1,
4987123875271,1,4987123416221,123875271,2139005F2016,,1026986340101,620269834,622890800,2139005F2474,2139,その他の利尿剤,1,内,872139,0200,ＴＡＢ,錠剤,フロセミド錠４０ｍｇ「ＮＩＧ」,ﾌﾛｾﾐﾄﾞｼﾞｮｳ40mg｢NIG｣,４０ｍｇ／錠　ＰＴＰ　１０錠×１０,40mg/T PTP 10TX10,フロセミド,,フロセミド錠,フロセミド４０ｍｇ錠,フロセミド錠４０ｍｇ「ＮＩＧ」,４０ｍｇ１錠,４０ＭＧ１Ｔ,00123,武田薬品工業,タケダヤクヒンコウギョウ,武田薬品,10281,日医工岐阜工場,ニチイコウギフコウジョウ,日医工岐阜工場,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,6.6,660,6.4,640,,,20250401,19940310,20220720,,,,0,0,0,0,0,0,0,0,0,0,1,36,,0,1,1,1,,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,包装開封後は遮光して保存,,,,,,,,,,,,,,,,,,0,20220621,20230920,04987123570404,14987123875278,フロセミドジョウ,1,JN,4987123875271,0,104543,921354543,1026986340101,1,0,100,1,４０ｍｇ／錠　ＰＴＰ　１０錠×１０,ﾌﾛｾﾐﾄﾞ,フロセミド錠４０ｍｇ「ＮＩＧ」,00123,20250311,0,6.4,20250401,４０ｍｇ１錠,2139005F2016,,1.00,0,04987123570404,14987123875278,,,10281,1,
4987114553102,1,4987123142861,114553102,1124022F2071,,1004953030101,611170471,,1124022F2071,1124,ベンゾジアゼピン系製剤,1,内,871124,0200,ＴＡＢ,錠剤,ワイパックス錠１．０,ﾜｲﾊﾟｯｸｽｼﾞｮｳ1.0,１ｍｇ／錠　ＰＴＰ　１０錠×１０,1mg/T PTP 10TX10,ワイパックス,,ロラゼパム錠,ワイパックス錠１．０,ワイパックス錠１．０　１ｍｇ,１ｍｇ１錠,１ＭＧ１Ｔ,00114,ファイザー,ファイザー,ファイザー,00114,ファイザー,ファイザー,ファイザー,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,6.1,610,6.4,640,,,20250401,,20130100,,,,0,0,0,3,0,0,0,0,0,0,0,36,,0,0,1,1,,1,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,,,開封後は湿気を避けて保存,,456,271,274,33.9,,,,,,,50,35,125,219,100,,0,20121210,20221129,04987114553195,14987114553109,ロラゼパムジョウ,1,JN,4987114553102,0,106466,911256466,1004953030101,1,0,100,1,１ｍｇ／錠　ＰＴＰ　１０錠×１０,ﾜｲﾊﾟｯｸ,ワイパックス錠１．０,00114,20250401,0,6.4,20250401,１ｍｇ１錠,1124022F2071,,1.00,3,04987114553195,14987114553109,,,00114,1,
4987116212212,1,,116212212,2399010F2024,,1050714010201,610421335,,2399010F2024,2399,その他の消化器官用薬,1,内,872399,0200,ＴＡＢ,錠剤,ガスモチン錠５ｍｇ,ｶﾞｽﾓﾁﾝｼﾞｮｳ5mg,５ｍｇ／錠　ＰＴＰ　１０錠×１０,5mg/T PTP 10TX10,ガスモチン,,モサプリドクエン酸塩水和物錠,ガスモチン錠５ｍｇ,ガスモチン錠５ｍｇ,５ｍｇ１錠,５ＭＧ１Ｔ,00116,住友ファーマ,スミトモファーマ,住友ファーマ,00116,住友ファーマ,スミトモファーマ,住友ファーマ,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,10.4,1040,10.5,1050,,,20250401,19980925,19981001,,,,0,0,0,0,0,0,0,0,0,0,1,36,,0,0,1,1,,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,,390,250,140,13.7,,,,,,,48,38,110,201,,,0,20010300,20250401,04987116562904,14987116212219,モサプリドクエンサンエンスイワブツジョウ,1,JN,4987116212212,0,26338,923926338,1050714010201,1,0,100,1,５ｍｇ／錠　ＰＴＰ　１０錠×１０,ｶﾞｽﾓﾁﾝ,ガスモチン錠５ｍｇ,00116,20250401,0,10.5,20250401,５ｍｇ１錠,2399010F2024,,1.00,0,04987116562904,14987116212219,,,00116,0,
4987616003655,1,,616003655,2499418G4027,,1991987010101,629919801,,2499418G4027,2499,その他のホルモン剤,2,注,872499,2100,ＩＮＪ,注射剤,オゼンピック皮下注２ｍｇ,ｵｾﾞﾝﾋﾟｯｸﾋｶﾁｭｳ2mg,２ｍｇ１．５ｍＬ１キット×１キット,2mg1.5mL1ｷｯﾄX1ｷｯﾄ,オゼンピック,,セマグルチド（遺伝子組換え）キット,オゼンピック皮下注２ｍｇ,オゼンピック皮下注２ｍｇ　１．５ｍＬ,２ｍｇ１．５ｍＬ１キット,２ＭＧ１．５ＭＬ１ＫＩＴ,00616,ノボノルディスクファーマ,ノボノルディスクファーマ,ノボノルディスクＰ,00616,ノボノルディスクファーマ,ノボノルディスクファーマ,ノボノルディスクＰ,,1,キット,1,キット,1,入,1,キット,1.5,ＭＬ,1,11151,11151,10879,10879,,,20250401,20220525,20220525,,,,0,1,0,0,0,0,0,0,0,0,0,36,,0,0,1,1,,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,0,8,2,凍結を避け、使用開始後は遮光にて室温保管,,,,,,,,,,,,,,,,,,0,20220526,20230215,04987616003648,14987616003652,セマグルチド（イデンシクミカエ）キット,1,JN,4987616003655,0,104352,924954352,1991987010101,1,0,1,99,２ｍｇ１．５ｍＬ１キット×１キット,ｵｾﾞﾝﾋﾟ,オゼンピック皮下注２ｍｇ,00616,20250401,0,10879,20250401,２ｍｇ１．５ｍＬ１キット,2499418G4027,,1.00,0,04987616003648,14987616003652,,,00616,1,
4987413580717,1,4987413580519,413580717,1124009F1223,1124009F1029,1003871040203,620004625,,1124009F1223,1124,ベンゾジアゼピン系製剤,1,内,871124,0200,ＴＡＢ,錠剤,レンドルミン錠０．２５ｍｇ,ﾚﾝﾄﾞﾙﾐﾝｼﾞｮｳ0.25mg,０．２５ｍｇ／錠　ＰＴＰ　１０錠×１０,0.25mg/T PTP 10TX10,レンドルミン,,ブロチゾラム錠,レンドルミン錠０．２５ｍｇ,レンドルミン錠０．２５ｍｇ,０．２５ｍｇ１錠,０．２５ＭＧ１Ｔ,00413,日本ベーリンガーインゲルハイム,ニホンベーリンガー,日本ベーリンガー,00413,日本ベーリンガーインゲルハイム,ニホンベーリンガー,日本ベーリンガー,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,10.6,1060,12.5,1250,,,20250401,20061208,20070200,,,,0,0,0,3,0,0,1,0,0,0,1,36,,0,0,1,1,,1,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,,,ピロー開封後は、湿気を避け、遮光して保存,,226,401,204,18.5,,,,,,,51,37,128,242,60,,0,20061213,20240129,04987413950305,14987413580714,ブロチゾラムジョウ,1,JN,4987413580717,0,16516,911216516,1003871040203,1,0,100,1,０．２５ｍｇ／錠　ＰＴＰ　１０錠×１０,ﾚﾝﾄﾞﾙﾐ,レンドルミン錠０．２５ｍｇ,00413,20250401,0,12.5,20250401,０．２５ｍｇ１錠,1124009F1223,,1.00,3,04987413950305,14987413580714,,,00413,1,
4987114347107,1,4987114343208,114347107,1179019M1046,,1014129010204,620003498,,1179019M1046,1179,その他の精神神経用剤,1,内,871179,0100,ＣＡＰ,カプセル剤,アタラックス－Ｐカプセル２５ｍｇ,ｱﾀﾗｯｸｽ-Pｶﾌﾟｾﾙ25mg,２５ｍｇ／カプセル　ＰＴＰ　１０カプセル×１０,25mg/CP PTP 10CPX10,アタラックスピー,,ヒドロキシジンパモ酸塩カプセル,アタラックス－Ｐカプセル２５ｍｇ,アタラックス－Ｐカプセル２５ｍｇ,２５ｍｇ１カプセル,２５ＭＧ１Ｃ,00114,ファイザー,ファイザー,ファイザー,00114,ファイザー,ファイザー,ファイザー,ＰＴＰ,10,カプセル,10,シート,1,入,100,カプセル,,,100,6.1,610,5.9,590,,,20250401,20060609,20060700,,,,0,0,0,0,0,0,0,0,0,0,0,60,,0,0,1,1,,1,0,0,0,1,0,0,1,,,1,0,0,0,0,0,0,0,0,,,,4.7,486,231,319,35.9,,,,,,42,60,46,105,290,100,,0,20060718,20201221,04987114347190,14987114347104,ヒドロキシジンパモサンエンカプセル,1,JN,4987114347107,0,257,911700257,1014129010204,1,0,100,1,２５ｍｇ／カプセル　ＰＴＰ　１０カプセル×１０,ｱﾀﾗｯｸｽ,アタラックス－Ｐカプセル２５ｍｇ,00114,20250311,0,5.9,20250401,２５ｍｇ１カプセル,1179019M1046,,1.00,0,04987114347190,14987114347104,,,00114,1,
4987233102878,1,,233102878,3969018F2029,,1230673010201,622306701,,3969018F2029,3969,その他の糖尿病用剤,1,内,873969,0200,ＴＡＢ,錠剤,スーグラ錠５０ｍｇ,ｽｰｸﾞﾗｼﾞｮｳ50mg,５０ｍｇ／錠　ＰＴＰ　１０錠×１０,50mg/T PTP 10TX10,スーグラ,,イプラグリフロジン　Ｌ－プロリン錠,スーグラ錠５０ｍｇ,スーグラ錠５０ｍｇ,５０ｍｇ１錠,５０ＭＧ１Ｔ,00233,アステラス製薬,アステラスセイヤク,アステラス製薬,00233,アステラス製薬,アステラスセイヤク,アステラス製薬,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,162.6,16260,170.4,17040,149.7,14970,20250801,20140417,20140417,,,,0,0,0,0,0,0,0,0,0,0,0,36,,0,0,1,1,,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,0,0,,,,,246,416,140,14.4,,,,,,,44,115,39,198,,,0,20140416,20250520,04987233745525,14987233102875,イプラグリフロジン　Ｌ－プロリンジョウ,1,JN,4987233102878,0,40719,939640719,1230673010201,1,0,100,1,５０ｍｇ／錠　ＰＴＰ　１０錠×１０,ｽｰｸﾞﾗｼ,スーグラ錠５０ｍｇ,00233,20250520,0,170.4,20250801,５０ｍｇ１錠,3969018F2029,,1.00,0,04987233745525,14987233102875,,,00233,1,
4987306066984,1,4987123132824,306066984,2316004F1020,,1041866020101,612370052,,2316004F1020,2316,活性生菌製剤,1,内,872316,0200,ＴＡＢ,錠剤,ビオフェルミンＲ錠,ﾋﾞｵﾌｪﾙﾐﾝRｼﾞｮｳ,ＰＴＰ　１０錠×１０,PTP 10TX10,ビオフェルミンアール,,耐性乳酸菌製剤錠,ビオフェルミンＲ錠,ビオフェルミンＲ錠,１錠,１Ｔ,00306,大正製薬,タイショウセイヤク,大正製薬,10027,ビオフェルミン製薬,ビオフェルミンセイヤク,ビオフェルミン,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,6.1,610,5.9,590,,,20250401,,20210101,,,,0,0,0,0,0,0,0,0,0,0,0,38,,0,1,1,1,,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,開封後は湿気を避けて保存,,,,,,,,,,,,,,,,,,0,20201104,20221202,04987306033207,14987306066981,タイセイニュウサンキンセイザイジョウ,1,JN,4987306066984,0,7130,923707130,1041866020101,1,0,100,1,ＰＴＰ　１０錠×１０,ﾋﾞｵﾌｪﾙ,ビオフェルミンＲ錠,00306,20250311,0,5.9,20250401,１錠,2316004F1020,,1.00,0,04987306033207,14987306066981,,,10027,0,
4987224143774,1,,224143774,3949005F1022,,1270365010101,622703601,,3949005F1022,3949,その他の痛風治療剤,1,内,873949,0200,ＴＡＢ,錠剤,ユリス錠０．５ｍｇ,ﾕﾘｽｼﾞｮｳ0.5mg,０．５ｍｇ／錠　ＰＴＰ　１０錠×１０,0.5mg/T PTP 10TX10,ユリス,,ドチヌラド錠,ユリス錠０．５ｍｇ,ユリス錠０．５ｍｇ,０．５ｍｇ１錠,０．５ＭＧ１Ｔ,00224,持田製薬,モチダセイヤク,持田製薬,00524,富士薬品,フジヤクヒン,富士薬品,ＰＴＰ,10,錠,10,シート,1,入,100,錠,,,100,23.2,2320,27.7,2770,,,20250401,20200422,20200525,,,,0,0,0,0,0,0,0,0,0,0,0,36,,0,0,1,1,,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,4.9,365,526,145,27.9,,,,,,41,35,110,49,189,100,,0,20200501,20200501,04987224722801,14987224143771,ドチヌラドジョウ,1,JN,4987224143774,0,102327,939452327,1270365010101,1,0,100,1,０．５ｍｇ／錠　ＰＴＰ　１０錠×１０,ﾕﾘｽｼﾞｮ,ユリス錠０．５ｍｇ,00224,20250401,0,27.7,20250401,０．５ｍｇ１錠,3949005F1022,,1.00,0,04987224722801,14987224143771,,,00524,1,
