902020014,D20,1,20240627,0992944,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2810,NS7L17B-1
901660013,D20,1,20240628,35858,01,1,0000000000000,²ÂÀ²¶ÞÀÃÞÝ¼Ô¸Ú· 3ÀÞ²       PHARNES X-MX*,00001,003200000,003200000,00000000,,
901660013,D20,2,20241225,40885,01,1,4946306111322,PARI ÎÞ±ÃÂ¸½ Ï½¸Å¼ 0M23-002-04       1ÎÝ,00001,000001980,000001980,00000000,,24009
902020014,D20,1,20240708,0013324,01,1,4987236019067,Ö³Ò²¼Õ¾²¿Þ³¸ÛÓ¼ÞÉÄÞ±¸ÛÐÂXÊ-ÌÞÌ     ³Ð76G,00001,000000188,000000188,00000000,2506,
902020014,D20,1,20250106,0737045,01,1,4534551012923,Ï-ËÞ-¶ÝÐØÖ³ ´·¼ÞÖ³                  620G,00001,000000663,000000663,00000000,271004,4K04
902020014,D20,1,20250106,0737046,01,1,4534551012350,Ï-ËÞ- Ã²¶ÛØ-¼ÞÔÑ(ËÞÝHABA 1235½ÄÛÍÞØ-230G,00001,000000419,000000419,00000000,250807,4H07
902020014,D20,1,20250106,0739067,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00002,000001081,000002162,00000000,2907,PS7H10B-1
902020014,D20,1,20250106,0740342,01,9,0410980576301,Ä³Ô¸ËÞÝ ºÊÞÝ¶ÞÀ                200MLX100,00001,000003556,000003556,00000000,,
902020014,D20,1,20250106,0740726,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2907,PS7H16B-1
901660013,D20,1,20250106,46022,01,1,4571484310054,GP²Ý¼ÞÖ³ ²Ý¸ØÎÞÝ¶¾ÂÄ705081 32MM     10²Ø,00001,000033529,000033529,00000000,,20241122
902020014,D20,1,20240712,0025270,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2901,PS7B20B-1
902020014,D20,1,20250108,0747940,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00002,000001081,000002162,00000000,2907,PS7H16B-1
902020014,D20,1,20240716,0028259,01,1,4534551012091,½³²-ÄÏ-ËÞ- ÌÙ-ÂÐÂ¸½· HABA 1209       49G,00003,000000208,000000624,00000000,251003,
902690019,D20,1,20250109,9952877,01,1,0383017013639,320136 BDÏ²¸ÛÌ±²ÝÌß×½32G4MM 70ÎßÝ,00002,000001256,000002512,00000000,2904,4128019
902020014,D20,1,20240718,0033185,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2901,PS7B22B-1
902020014,D20,1,20240722,0039792,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00003,000001081,000003243,00000000,2901,PS7B22B-1
902020014,D20,1,20240725,0046899,01,1,4987035576402,µ-´½ÜÝ(OS-1)                    500MLX24,00001,000003467,000003467,00000000,250729,
902020014,D20,1,20250114,0756815,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2907,PS7H16B-1
902020014,D20,1,20240726,0049452,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00002,000001081,000002162,00000000,2902,PS7C02B-1
902020014,D20,1,20250116,0761116,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2908,PS7J03B-1
902690019,D20,1,20250116,1151036,01,1,4987035652212,µ°´½ÜÝ ±ÂÌßÙÌ³Ð     200ß° 500MLX1,00024,000000150,000003600,00000000,,
901660013,D20,1,20240730,38453,01,1,4987035576402,µ-´½ÜÝ (OS-1)         \4800     500MLX24,00001,000003600,000003600,00000000,250729,
902690019,D20,1,20250117,1157737,01,1,4534551012091,½³²°ÄÏ°ËÞ°ÌÙ°ÂÐÂ¸½·ÔÝÃÞ²      49G,00002,000000182,000000364,00000000,,
902020014,D20,1,20250117,0763075,01,1,4987035652205,µ-´½ÜÝ(OS-1)          ±ÂÌßÙÌ³Ð  500MLX24,00001,000003600,000003600,00000000,251021,
902020014,D20,1,20240730,0067569,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00002,000001081,000002162,00000000,2902,PS7C02B-1
902020014,D20,1,20240731,0068591,01,1,4534551012350,Ï-ËÞ- Ã²¶ÛØ-¼ÞÔÑ(ËÞÝHABA 1235½ÄÛÍÞØ-230G,00001,000000419,000000419,00000000,250213,4B13
902020014,D20,1,20240805,0077532,01,1,4534551012381,Ï-ËÞ- Ã²¶ÛØ-¼ÞÔÑ(ËÞÝ HABA 1238ØÝºÞ  230G,00001,000000419,000000419,00000000,250201,4B01
902020014,D20,1,20240805,0078072,01,1,4987236019067,Ö³Ò²¼Õ¾²¿Þ³¸ÛÓ¼ÞÉÄÞ±¸ÛÐÂXÊ-ÌÞÌ     ³Ð76G,00001,000000188,000000188,00000000,2507,
902020014,D20,1,20240805,0080523,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00002,000001081,000002162,00000000,2902,PS7C04B-1
902020014,D20,1,20240806,0082186,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2902,PS7C04B-1
902020014,D20,1,20250123,0773647,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00003,000001081,000003243,00000000,2908,PS7J08B-1
902020014,D20,1,20240807,0085132,01,1,4987035652205,µ-´½ÜÝ(OS-1)          ±ÂÌßÙÌ³Ð  500MLX24,00001,000003600,000003600,00000000,250915,
902020014,D20,1,20240808,0089413,01,1,4987616003631,ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX5,00001,000001081,000001081,00000000,2902,PS7C07B-1
902020014,D20,1,20240809,0091680,01,1,4534551012381,Ï-ËÞ- Ã²¶ÛØ-¼ÞÔÑ(ËÞÝ HABA 1238ØÝºÞ  230G,00001,000000419,000000419,00000000,250201,4B01
902020014,D20,1,20250131,0787740,01,1,4534551012930,Ï-ËÞ-¶ÝÐØÖ³ ´·¼ÞÖ³                 2.0KG,00001,000001936,000001936,00000000,271009,4K09
